DR1107.PV,WR1104.PV,FRCA1111.PV,CCSFIC1401.PV,TIC_1155.PV,AR1410B.PV,TIC_1155.MV,FRCA1112.MV,LRCA1101.PV,FI1113.PV
2.5875,0.0,5002.6201,204292,647.075,0.0,100.0,15.5933,72.135,2.6004
2.655,0.0,5002.6201,204292,647.0425,0.0,100.0,15.5926,72.135,2.6
2.205,0.0,5002.6201,204292,646.9775,0.0,100.0,15.5918,72.135,2.6
2.8125,0.0,5002.6201,204292,646.945,0.0,100.0,15.5933,72.135,2.6
2.025,0.0,5003.48,204292,646.88,0.0,100.0,15.5933,72.135,2.6
2.745,0.0,5002.6201,204292,646.8475,0.0,100.0,15.5933,72.135,2.6
2.205,0.0,5002.6201,204292,646.7825,0.0,100.0,15.5933,72.135,2.6
2.8125,0.0,5002.6201,204303,646.75,0.0,100.0,15.5926,72.135,2.6002
2.0475,0.0,5002.6201,204303,646.685,0.0,100.0,15.5923,72.135,2.6002
2.6775,0.0,5002.6201,204303,646.6525,0.0,100.0,15.5921,72.135,2.6002
2.97,0.0,5002.6201,204303,646.5875,0.0,100.0,15.5911,72.135,2.6002
2.385,0.0,5002.6201,204303,646.555,0.0,100.0,15.5906,72.135,2.6002
2.3625,0.0,5002.6201,204303,646.49,0.0,100.0,15.5901,72.135,2.6002
2.925,0.0,5002.6201,204303,646.4575,0.0,100.0,15.5888,72.135,2.6002
2.3175,0.0,5002.6201,204303,646.3925,0.0,100.0,15.5881,72.14,2.6002
2.6775,0.0,5002.6201,204314,646.36,0.0,100.0,15.5873,72.14,2.6002
2.835,0.0,5002.6201,204314,646.295,0.0,100.0,15.5866,72.14,2.6002
2.8125,0.0,5001.7598,204314,646.2625,0.0,100.0,15.5881,72.14,2.6002
2.07,0.0,5001.7598,204314,646.1975,0.0,100.0,15.5881,72.14,2.6004
2.8575,0.0,5002.6201,204314,646.165,0.0,100.0,15.5881,72.14,2.6004
2.925,0.0,5002.6201,204314,646.1,0.0,100.0,15.5873,72.14,2.6004
2.7675,0.0,5002.6201,204314,646.0675,0.0,100.0,15.5871,72.14,2.6004
2.43,0.0,5002.6201,204325,646.0025,0.0,100.0,15.5868,72.14,2.6
2.0475,0.0,5002.6201,204325,645.97,0.0,100.0,15.5858,72.14,2.6
