DR1106.PV,TI_1145.PV,TI1105A.PV,FRSA1101.PV,FRC1102.MV,FI1102.PV,FRC1102.PV,PDR1106.PV,TIC_1101.MV,FIC_1122.MV,FIC_1127.PV,TIA2872.PV,PI_1180.PV,WR1104.PV,FRC1424.PV,TIA2876.PV,FV1111.OUT,FIC_1122.PV,PDR1401.PV,PR1102A.PV,FRC1113.PV,PRCA1101B.MV,LRCA1101.PV,LRCA1101.MV,DR1108.PV,FRCA1111.MV,FIC_1127.MV,FV1112.OUT,DR1105.PV,FRC1113.MV,FT_1122.PV,FRCA1112.MV,FRQ1623.PV,DR1107.PV,FI_1127.PV,PDRSA1104.PV,FI1112.PV,PIC1101A.PV,FV1110.OUT,FI1113.PV,AR1410B.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,DR1103.PV,FRC1107.MV,PI_1132A.PV,FRCA1112.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,FRCA1110.MV,TI_1144.PV,DR1110.PV
57.5625,489.95,538.92,173.824,10.2552,1000.2,1000.2,4.124,86.1058,72.9957,600,84.6975,0.2439,145.684,2.96,83.565,28.1202,709.84,12.31,0.2327,2.5998,14.9069,33.01,65.6591,357.649,28.1202,19.8807,15.7351,4.2016,77.5372,709.84,15.7351,9.1102,286.92,600,-15.2985,2999.75,14.9066,11.1295,2.5998,86.7,11.34,519.15,81.93,21.719,82.1625,9.539,0.1653,57.6,66.8746,0.2185,2999.75,85.275,84.96,148.6575,11.1295,518.57,571.45
57.5625,489.95,538.92,173.824,10.2552,1000.2,1000.2,4.127,86.113,72.9959,600,84.6975,0.2439,145.684,2.9575,83.5125,28.1202,709.84,12.309,0.2327,2.5998,14.8985,33.01,65.6604,358.0623,28.1202,19.8807,15.7353,4.8375,77.5375,709.84,15.7353,9.1102,287.3925,600,-15.3095,2999.75,14.9069,11.1296,2.5998,86.625,11.328,519.12,81.9525,21.7189,82.215,9.54,0.1653,57.6,66.8747,0.2185,2999.75,85.26,85.02,148.6575,11.1296,518.57,571.6
57.5625,489.95,538.88,173.824,10.2551,1000.2,1000.2,4.128,86.1203,72.9949,600,84.675,0.2439,145.684,2.9575,83.535,28.1202,710,12.309,0.2327,2.5998,14.8985,33.005,65.611,358.3378,28.1202,19.8807,15.7326,3.8703,77.5377,710,15.7326,9.1102,287.4375,600,-15.3205,3000.75,14.8985,11.1297,2.5998,86.7,11.322,519.09,81.9675,21.7188,82.245,9.54,0.1653,57.525,66.8749,0.2186,3000.75,85.2675,85.0425,148.6575,11.1297,518.57,571.35
57.5625,489.95,538.88,173.824,10.255,1000.2,1000.2,4.128,86.124,72.9949,600,84.6825,0.2439,145.684,2.9575,83.5425,28.1202,710,12.309,0.2327,2.5998,14.8985,33.005,65.6117,358.3378,28.1202,19.8807,15.7318,4.8344,77.538,710,15.7318,9.1102,287.3475,600,-15.3315,3000.75,14.8985,11.1297,2.5998,86.575,11.316,519.09,82.005,21.7188,82.2525,9.541,0.1653,57.6375,66.8751,0.2185,3000.75,85.2375,85.035,148.6575,11.1297,518.57,571.35
57.6375,489.92,538.84,173.796,10.2549,1000.2,1000.2,4.127,86.1314,72.9949,600,84.66,0.2439,145.684,2.9575,83.4975,28.1202,710,12.308,0.2327,2.5998,14.8985,33.005,65.6123,358.5789,28.1202,19.8807,15.7311,4.2469,77.5382,710,15.7311,9.1102,287.3025,600,-15.3425,3000.75,14.8985,11.1298,2.5998,86.8,11.316,519.06,82.005,21.7187,82.2375,9.541,0.1654,57.5625,66.8752,0.2185,3000.75,85.1925,85.0125,148.6575,11.1298,518.54,571.3
57.6,489.92,538.84,173.796,10.2556,999.6,999.6,4.124,86.1352,72.9962,600.06,84.66,0.2439,145.684,2.9575,83.4675,28.1202,709.84,12.306,0.2326,2.5998,14.8985,33.005,65.6129,358.6133,28.1202,19.8799,15.7333,4.8031,77.5385,709.84,15.7333,9.1108,287.46,600.06,-15.337,2999.75,14.8985,11.1299,2.5998,86.5,11.34,519.06,82.02,21.7186,82.215,9.541,0.1653,57.5625,66.8747,0.2185,2999.75,85.1775,85.0125,148.6575,11.1299,518.54,571.35
57.5625,489.92,538.8,173.81,10.2557,999.6,999.6,4.121,86.139,72.9964,600.06,84.69,0.2438,145.684,2.9575,83.4675,28.1202,709.84,12.306,0.2326,2.5998,14.8985,33,65.5629,357.8901,28.1202,19.8797,15.7336,4.7672,77.5387,709.84,15.7336,9.1108,286.9425,600.06,-15.3315,2999.75,14.8985,11.13,2.5998,86.95,11.358,519.06,82.0575,21.7185,82.1925,9.541,0.1653,57.525,66.8746,0.2184,2999.75,85.23,85.0725,148.6575,11.13,518.54,571.75
57.5625,489.92,538.84,173.824,10.2559,999.6,999.6,4.119,86.1391,72.9967,600.06,84.705,0.2438,145.684,2.96,83.475,28.1202,709.84,12.306,0.2326,2.5998,14.8985,33,65.5629,357.8557,28.1202,19.8794,15.7338,3.9984,77.539,709.84,15.7338,9.1108,287.2575,600.06,-15.3205,2999.75,14.8985,11.13,2.5998,86.7,11.37,519.09,82.065,21.7185,82.1775,9.541,0.1653,57.5625,66.8745,0.2185,2999.75,85.2375,85.125,148.6575,11.13,518.54,571.2
57.6,489.92,538.84,173.824,10.2553,1000.2,1000.2,4.122,86.1428,72.9957,599.88,84.7275,0.2438,145.695,2.96,83.4525,28.1202,710,12.306,0.2326,2.5998,14.8985,33,65.5629,358.1656,28.1202,19.8814,15.7341,4.7844,77.5393,710,15.7341,9.1102,286.5825,599.88,-15.315,2999.75,14.8985,11.1301,2.5998,86.425,11.382,519.09,82.05,21.7184,82.185,9.541,0.1653,57.525,66.8752,0.2185,2999.75,85.2525,85.1625,148.6687,11.1301,518.54,571.85
57.6,489.89,538.84,173.824,10.2552,1000.2,1000.2,4.127,86.1427,72.9957,599.88,84.6675,0.2438,145.695,2.96,83.505,28.1201,710,12.306,0.2326,2.5998,14.8985,33,65.5629,358.4756,28.1201,19.8819,15.7343,4.0625,77.5395,710,15.7343,9.1102,286.6725,599.88,-15.315,2999.75,14.8985,11.1302,2.5998,86.8,11.382,519.12,82.0425,21.7183,82.2075,9.541,0.1653,57.525,66.8753,0.2186,2999.75,85.23,85.1625,148.6687,11.1302,518.51,572
57.5625,489.89,538.88,173.824,10.2552,1000.2,1000.2,4.133,86.1462,72.9957,600.06,84.66,0.2438,145.695,2.96,83.52,28.1201,710,12.305,0.2326,2.5998,14.8985,32.995,65.5123,357.9245,28.1201,19.8802,15.7346,4.6594,77.5398,710,15.7346,9.1108,287.505,600.06,-15.315,2999.75,14.8985,11.1265,2.5998,86.075,11.382,519.12,82.08,21.7182,82.26,9.54,0.1653,57.525,66.8747,0.2187,2999.75,85.2225,85.14,148.6687,11.1265,518.51,571.25
57.6,489.89,538.88,173.824,10.2551,1000.2,1000.2,4.139,86.146,72.9957,600.06,84.645,0.2438,145.695,2.96,83.4975,28.1201,710,12.305,0.2326,2.5998,14.8985,32.995,65.5116,358.2689,28.1201,19.8799,15.7348,4.5375,77.54,710,15.7348,9.1108,286.65,600.06,-15.315,2999.75,14.8985,11.1254,2.5998,86.575,11.382,519.15,82.065,21.7182,82.23,9.541,0.1653,57.6,66.8747,0.2188,2999.75,85.1925,85.1175,148.6687,11.1254,518.51,571.05
57.5625,489.89,538.92,173.824,10.255,1000.2,1000.2,4.143,86.1495,72.9957,600.06,84.6225,0.2438,145.695,2.96,83.4675,28.1201,710,12.305,0.2326,2.5998,14.8985,32.995,65.511,358.51,28.1201,19.8797,15.7351,4.2687,77.5403,710,15.7351,9.1102,286.695,600.06,-15.3205,2999.75,14.8985,11.1279,2.5998,86.3,11.376,519.15,82.05,21.7181,82.2375,9.541,0.1653,57.5625,66.8753,0.2188,2999.75,85.2075,85.065,148.6687,11.1279,518.51,571.1
57.6,489.89,538.92,173.824,10.2549,1000.2,1000.2,4.146,86.1529,72.9957,600.06,84.6375,0.2438,145.695,2.9575,83.4675,28.1201,710,12.305,0.2326,2.5998,14.8985,32.995,65.5104,357.959,28.1201,19.8794,15.7353,4.4219,77.5405,710,15.7353,9.1102,287.0325,600.06,-15.3205,2999.75,14.8985,11.128,2.5998,86.575,11.37,519.15,82.0425,21.718,82.2225,9.541,0.1653,57.525,66.8755,0.2188,2999.75,85.2375,85.0875,148.6687,11.128,518.51,571.1
57.6,489.89,538.92,173.824,10.2556,999.6,999.6,4.148,86.1526,72.9957,599.88,84.6,0.2438,145.695,2.9575,83.505,28.1201,710,12.305,0.2326,2.6004,14.8985,32.995,65.5098,357.9245,28.1201,19.8814,15.7326,4.0219,77.5385,710,15.7326,9.1113,286.8525,599.88,-15.326,3000.75,14.8985,11.1281,2.6004,86.2,11.364,519.18,81.99,21.7179,82.2375,9.541,0.1653,57.525,66.8749,0.2188,3000.75,85.2225,85.1025,148.6687,11.1281,518.51,571.8
57.525,489.86,538.92,173.824,10.2557,999.6,999.6,4.148,86.1559,72.9957,599.88,84.555,0.2438,145.695,2.9575,83.49,28.1201,710,12.305,0.2326,2.6004,14.8985,32.995,65.5091,358.1312,28.1201,19.8819,15.7318,4.5687,77.538,710,15.7318,9.1113,287.3025,599.88,-15.3315,3000.75,14.8985,11.1282,2.6004,86.95,11.358,519.18,81.9675,21.7179,82.245,9.541,0.1653,57.525,66.8748,0.2188,3000.75,85.185,85.1325,148.6687,11.1282,518.48,571.6
57.6,489.86,538.92,173.824,10.2552,1000.2,1000.2,4.148,86.1629,72.9957,600.06,84.5925,0.2438,145.695,2.9575,83.4975,28.1201,710,12.304,0.2326,2.5998,14.8985,32.99,65.4579,357.6835,28.1201,19.8802,15.7341,4.325,77.5398,710,15.7341,9.1102,286.6275,600.06,-15.337,2999.75,14.8985,11.1283,2.5998,86.275,11.352,519.15,81.93,21.7178,82.215,9.541,0.1653,57.5625,66.8755,0.2188,2999.75,85.155,85.1475,148.6687,11.1283,518.48,571.7
57.5625,489.86,538.92,173.824,10.2551,1000.2,1000.2,4.146,86.1664,72.9957,600.06,84.615,0.2438,145.695,2.9575,83.5425,28.1201,710,12.304,0.2326,2.5998,14.8985,32.99,65.4566,358.6478,28.1201,19.8799,15.7343,4.3281,77.54,710,15.7343,9.1102,287.19,600.06,-15.3425,2999.75,14.8985,11.1283,2.5998,86.425,11.346,519.15,81.8925,21.7177,82.245,9.542,0.1653,57.6,66.8757,0.2188,2999.75,85.155,85.185,148.6687,11.1283,518.48,571.4
57.525,489.86,538.92,173.824,10.255,1000.2,1000.2,4.144,86.1698,72.9957,600.06,84.615,0.2438,145.695,2.9575,83.5125,28.12,710,12.304,0.2326,2.5998,14.8985,32.99,65.4554,357.8557,28.12,19.8797,15.7346,4.1656,77.5403,710,15.7346,9.1102,287.145,600.06,-15.3425,2999.75,14.8985,11.1284,2.5998,86.225,11.346,519.15,81.945,21.7176,82.2825,9.542,0.1653,57.6,66.8758,0.2188,2999.75,85.2075,85.1325,148.6687,11.1284,518.48,571.7
57.5625,489.86,538.92,173.796,10.2549,1000.2,1000.2,4.142,86.1732,72.9957,600.06,84.5625,0.2438,145.695,2.9575,83.55,28.12,710,12.304,0.2326,2.5998,14.8985,32.99,65.4541,357.7523,28.12,19.8794,15.7348,3.8828,77.5405,710,15.7348,9.1108,286.7175,600.06,-15.348,2999.75,14.8985,11.1285,2.5998,86.075,11.34,519.15,81.9675,21.7175,82.2525,9.542,0.1653,57.525,66.8752,0.2187,2999.75,85.245,85.17,148.6687,11.1285,518.48,571.45
57.5625,489.86,538.92,173.782,10.2556,999.6,999.6,4.14,86.1767,72.9957,599.88,84.5625,0.2438,145.695,2.9575,83.58,28.12,710,12.304,0.2326,2.6004,14.8985,32.99,65.4529,358.2689,28.12,19.8814,15.7351,4.7234,77.5385,710,15.7351,9.1113,287.0325,599.88,-15.348,2999.75,14.8985,11.1286,2.6004,86.3,11.352,519.15,82.02,21.7175,82.2675,9.542,0.1653,57.6,66.8752,0.2187,2999.75,85.26,85.17,148.6687,11.1286,518.48,571.35
57.5625,489.86,538.92,173.782,10.2557,999.6,999.6,4.137,86.1764,72.9957,599.88,84.57,0.2438,145.695,2.9575,83.6175,28.12,710,12.304,0.2326,2.6004,14.8985,32.99,65.4516,358.0279,28.12,19.8819,15.7353,4.6922,77.538,710,15.7353,9.1113,286.695,599.88,-15.348,2999.75,14.8985,11.1286,2.6004,86.6,11.376,519.18,81.9975,21.7174,82.2525,9.542,0.1653,57.525,66.8751,0.2186,2999.75,85.2825,85.1325,148.6687,11.1286,518.45,571.35
57.6,489.83,538.92,173.782,10.2559,999.6,999.6,4.136,86.1797,72.9957,599.94,84.585,0.2438,145.695,2.96,83.6475,28.12,710,12.304,0.2326,2.6004,14.8985,32.99,65.4504,358.4067,28.12,19.8817,15.7356,4.2656,77.5375,710,15.7356,9.1113,286.74,599.94,-15.337,2999.75,14.8985,11.1287,2.6004,86.825,11.4,519.18,82.035,21.7173,82.2225,9.541,0.1653,57.5625,66.875,0.2186,2999.75,85.2675,85.14,148.6687,11.1287,518.45,571.45
57.6,489.83,538.96,173.768,10.2553,1000.2,1000.2,4.136,86.1755,72.9957,600.06,84.585,0.2438,145.695,2.96,83.6025,28.12,710,12.303,0.2326,2.6,14.8985,32.985,65.3985,357.959,28.12,19.8804,15.7328,4.8406,77.5385,710,15.7328,9.1108,287.0775,600.06,-15.326,3000.75,14.8985,11.1288,2.6,86.15,11.418,519.24,82.02,21.7172,82.2225,9.541,0.1653,57.6,66.8749,0.2187,3000.75,85.2525,85.1025,148.6687,11.1288,518.45,571.75
57.5625,489.83,539,173.768,10.2552,1000.2,1000.2,4.14,86.1748,72.9957,600.06,84.5475,0.2438,145.695,2.96,83.5875,28.1207,710,12.303,0.2325,2.6,14.8985,32.985,65.3966,358.5444,28.1207,19.8802,15.7321,4.3063,77.5385,710,15.7321,9.1102,287.2575,600.06,-15.315,3000.75,14.8985,11.1289,2.6,86.875,11.442,519.27,82.0575,21.7172,82.26,9.541,0.1653,57.5625,66.8756,0.2188,3000.75,85.2375,85.0725,148.6687,11.1289,518.45,571.25
57.6,489.83,539.04,173.768,10.2552,1000.2,1000.2,4.146,86.1702,72.9957,600.06,84.5325,0.2438,145.695,2.9625,83.5725,28.121,710,12.303,0.2325,2.6,14.8985,32.985,65.3948,358.0967,28.121,19.8799,15.7313,4.1297,77.5385,710,15.7313,9.1102,286.6725,600.06,-15.304,3000.75,14.8985,11.129,2.6,86.725,11.466,519.33,82.08,21.7171,82.2225,9.54,0.1653,57.6,66.8757,0.2188,3000.75,85.215,85.11,148.6687,11.129,518.45,571.95
57.525,489.83,539.08,173.754,10.2551,1000.2,1000.2,4.153,86.1654,72.9957,600.12,84.5325,0.2437,145.695,2.9625,83.6025,28.1205,710,12.303,0.2325,2.6,14.8985,32.985,65.3929,357.8557,28.1205,19.8789,15.7336,4.2922,77.5385,710,15.7336,9.1108,287.0775,600.12,-15.293,2999.75,14.8985,11.129,2.6,86.2,11.484,519.39,82.035,21.717,82.185,9.539,0.1653,57.6,66.8752,0.2189,2999.75,85.185,85.11,148.6687,11.129,518.45,571.1
57.6,489.83,539.16,173.754,10.255,1000.2,1000.2,4.161,86.1603,72.9951,600.12,84.5625,0.2437,145.695,2.9625,83.5575,28.1204,710.08,12.303,0.2324,2.6,14.8985,32.985,65.391,358.6133,28.1204,19.8784,15.7338,4.2969,77.5385,710.08,15.7338,9.1108,287.145,600.12,-15.2765,2999.75,14.8985,11.1291,2.6,86.75,11.514,519.45,82.0575,21.7169,82.1775,9.539,0.1653,57.5625,66.8751,0.219,2999.75,85.2225,85.065,148.6687,11.1291,518.45,572
57.6,489.83,539.24,173.74,10.2549,1000.2,1000.2,4.169,86.1513,72.9949,600,84.57,0.2436,145.695,2.965,83.565,28.1204,710.08,12.303,0.2324,2.6,14.8985,32.985,65.3891,358.4756,28.1204,19.8794,15.7341,3.9359,77.5385,710.08,15.7341,9.1113,287.3925,600,-15.26,2999.75,14.8985,11.1292,2.6,86.25,11.55,519.54,82.08,21.7169,82.2375,9.538,0.1652,57.6,66.875,0.2191,2999.75,85.26,85.08,148.6687,11.1292,518.45,572.05
57.6,489.8,539.32,173.74,10.2548,1000.2,1000.2,4.177,86.1419,72.9948,600,84.5475,0.2436,145.695,2.9675,83.535,28.1204,710.08,12.303,0.2324,2.6002,14.8985,32.985,65.3873,358.3034,28.1204,19.8794,15.7343,4.3063,77.5378,710.08,15.7343,9.1113,286.9425,600,-15.2435,2999.75,14.8985,11.1293,2.6002,86.15,11.592,519.63,82.08,21.7168,82.26,9.537,0.1652,57.6,66.8749,0.2191,2999.75,85.275,85.05,148.6687,11.1293,518.42,571.2
57.525,489.8,539.44,173.74,10.2555,999.6,999.6,4.185,86.1283,72.9959,600,84.57,0.2435,145.695,2.9675,83.5275,28.1204,709.92,12.302,0.2323,2.6002,14.8985,32.985,65.3854,358.0967,28.1204,19.8794,15.7346,4.3344,77.5375,709.92,15.7346,9.1102,287.28,600,-15.216,2999.75,14.8985,11.1293,2.6002,86.95,11.64,519.75,82.0275,21.7167,82.215,9.536,0.1652,57.6,66.8748,0.2192,2999.75,85.29,85.0875,148.6687,11.1293,518.42,571.95
57.5625,489.8,539.52,173.754,10.2557,999.6,999.6,4.195,86.1143,72.9961,600,84.5325,0.2435,145.695,2.97,83.49,28.1204,709.92,12.302,0.2323,2.6002,14.8985,32.99,65.4341,357.7523,28.1204,19.8794,15.7348,4.4109,77.5373,709.92,15.7348,9.1108,286.5825,600,-15.1885,2999.75,14.8985,11.1294,2.6002,86.05,11.688,519.87,81.975,21.7166,82.2375,9.534,0.1651,57.6,66.8747,0.2194,2999.75,85.2825,85.0425,148.6687,11.1294,518.42,571.85
57.5625,489.8,539.68,173.726,10.2551,1000.2,1000.2,4.206,86.0961,72.9949,600.06,84.54,0.2434,145.695,2.9725,83.4825,28.1204,710.08,12.302,0.2322,2.6002,14.8899,32.99,65.4328,358.3034,28.1204,19.8787,15.7351,4.5906,77.537,710.08,15.7351,9.1108,287.0325,600.06,-15.161,2999.75,14.8985,11.1295,2.6002,86.325,11.742,520.02,81.9525,21.7166,82.2825,9.533,0.1651,57.5625,66.8747,0.2195,2999.75,85.26,85.035,148.6687,11.1295,518.42,571.05
57.5625,489.8,539.8,173.74,10.255,1000.2,1000.2,4.219,86.0772,72.9942,600.06,84.5025,0.2434,145.695,2.975,83.5275,28.1204,710.16,12.302,0.2321,2.6004,14.8896,32.99,65.4316,358.0967,28.1204,19.8784,15.7353,4.4359,77.536,710.16,15.7353,9.1113,287.46,600.06,-15.128,2999.75,14.8899,11.1296,2.6004,86.8,11.796,520.17,81.9525,21.7165,82.335,9.531,0.1651,57.6375,66.8746,0.2197,2999.75,85.23,85.005,148.6687,11.1296,518.42,571.9
57.5625,489.8,539.96,173.74,10.2542,1000.8,1000.8,4.234,86.054,72.9952,600.12,84.5475,0.2433,145.695,2.9775,83.565,28.1204,710,12.302,0.2321,2.6004,14.898,32.99,65.4303,358.0967,28.1204,19.8774,15.7326,4.4359,77.5355,710,15.7326,9.1108,287.2125,600.12,-15.095,3000.75,14.8896,11.1297,2.6004,86.3,11.862,520.35,81.9525,21.7164,82.3275,9.529,0.165,57.5625,66.8745,0.2198,3000.75,85.215,85.02,148.6687,11.1297,518.42,571.15
57.6,489.8,540.16,173.74,10.2538,1000.8,1000.8,4.249,86.03,72.9952,600.12,84.5775,0.2433,145.684,2.98,83.52,28.1204,710,12.3,0.232,2.6006,14.898,32.995,65.4797,358.1656,28.1204,19.8769,15.7318,4.8219,77.5342,710,15.7318,9.1113,286.92,600.12,-15.0455,3000.75,14.898,11.1297,2.6006,86.525,11.928,520.53,81.9525,21.7163,82.2825,9.527,0.165,57.5625,66.8744,0.22,3000.75,85.1775,84.99,148.6575,11.1297,518.42,571.5
57.6,489.8,540.36,173.726,10.2542,1000.2,1000.2,4.266,86.0016,72.9933,600.18,84.6225,0.2432,145.684,2.9825,83.4975,28.1203,710.24,12.3,0.232,2.6006,14.898,32.995,65.4791,358.0279,28.1203,19.8757,15.7341,4.3781,77.5335,710.24,15.7341,9.1118,287.0325,600.18,-15.0015,2999.75,14.898,11.1298,2.6006,86.075,12,520.74,81.93,21.7163,82.32,9.525,0.165,57.6,66.8743,0.2202,2999.75,85.2075,84.9975,148.6575,11.1298,518.42,571.8
57.5625,489.8,540.56,173.74,10.2542,1000.2,1000.2,4.284,85.9685,72.9929,600.18,84.6,0.2431,145.684,2.985,83.49,28.1203,710.24,12.302,0.2319,2.6006,14.898,33,65.5291,358.5789,28.1203,19.8749,15.7343,4.0828,77.5328,710.24,15.7343,9.1118,286.965,600.18,-14.963,2999.75,14.898,11.1299,2.6006,86.375,12.072,520.98,81.9,21.7162,82.365,9.523,0.1649,57.525,66.8742,0.2204,2999.75,85.1775,84.975,148.6575,11.1299,518.45,571.5
57.6,489.83,540.8,173.74,10.2541,1000.2,1000.2,4.303,85.9345,72.9926,600.24,84.645,0.243,145.684,2.9875,83.4525,28.1203,710.24,12.302,0.2318,2.6002,14.8894,33,65.5291,358.0967,28.1203,19.8734,15.7346,4.5406,77.5335,710.24,15.7346,9.1118,287.46,600.24,-14.919,2999.75,14.898,11.13,2.6002,86.4,12.144,521.22,81.915,21.7161,82.35,9.52,0.1649,57.5625,66.8742,0.2206,2999.75,85.1625,84.9825,148.6575,11.13,518.45,571.3
57.5625,489.83,541.04,173.726,10.254,1000.2,1000.2,4.323,85.8995,72.9928,600.06,84.6525,0.243,145.673,2.99,83.49,28.1203,710.16,12.302,0.2317,2.6004,14.8891,33.005,65.5798,358.0279,28.1203,19.8747,15.7348,3.9016,77.5325,710.16,15.7348,9.1113,286.695,600.06,-14.8695,2999.75,14.8894,11.1301,2.6004,86.725,12.216,521.46,81.9525,21.716,82.3275,9.518,0.1648,57.6,66.8741,0.2208,2999.75,85.2075,85.02,148.6462,11.1301,518.45,571.9
57.6,489.83,541.32,173.726,10.2539,1000.2,1000.2,4.345,85.8598,72.9926,600.12,84.6075,0.2429,145.673,2.9925,83.4975,28.1203,710.16,12.302,0.2317,2.6004,14.8888,33.005,65.5804,358.4067,28.1203,19.8737,15.7351,4.5047,77.532,710.16,15.7351,9.1118,287.28,600.12,-14.82,2999.75,14.8891,11.1301,2.6004,86.575,12.294,521.73,81.93,21.7159,82.305,9.515,0.1647,57.5625,66.8732,0.221,2999.75,85.245,85.0725,148.6462,11.1301,518.45,571.1
57.525,489.83,541.6,173.74,10.2538,1000.2,1000.2,4.366,85.8227,72.9923,600.12,84.57,0.2428,145.662,2.9975,83.4825,28.1203,710.16,12.302,0.2316,2.6006,14.8971,33.01,65.6316,357.7868,28.1203,19.8732,15.7353,4.05,77.5307,710.16,15.7353,9.1118,286.83,600.12,-14.765,2999.75,14.8888,11.1265,2.6006,86.625,12.372,521.97,81.9375,21.7159,82.3275,9.512,0.1647,57.6,66.8729,0.2212,2999.75,85.275,85.065,148.635,11.1265,518.48,571.05
57.5625,489.83,541.84,173.726,10.2537,1000.2,1000.2,4.388,85.7772,72.9914,600.18,84.615,0.2427,145.662,3,83.4525,28.1203,710.24,12.3,0.2315,2.6006,14.8971,33.015,65.6835,357.9934,28.1203,19.8719,15.7326,4.2562,77.53,710.24,15.7326,9.1124,287.055,600.18,-14.7045,3000.75,14.8971,11.1253,2.6006,86.275,12.444,522.27,81.9075,21.7158,82.275,9.509,0.1646,57.6,66.8726,0.2215,3000.75,85.26,85.0425,148.635,11.1253,518.48,570.95
57.6,489.86,542.16,173.726,10.2529,1000.8,1000.8,4.41,85.7342,72.9911,600.18,84.6525,0.2426,145.662,3.0025,83.4375,28.1203,710.24,12.3,0.2315,2.6008,14.8971,33.02,65.736,357.5801,28.1203,19.8712,15.7318,4.5391,77.5285,710.24,15.7318,9.1124,287.46,600.18,-14.644,3000.75,14.8971,11.1241,2.6008,86.125,12.516,522.54,81.945,21.7157,82.2375,9.506,0.1646,57.5625,66.8722,0.2217,3000.75,85.2975,85.08,148.635,11.1241,518.48,571
57.5625,489.86,542.44,173.726,10.2526,1000.8,1000.8,4.432,85.6864,72.9907,600.24,84.66,0.2426,145.651,3.005,83.49,28.1202,710.24,12.3,0.2314,2.6008,14.8971,33.025,65.7891,358.5444,28.1202,19.8697,15.7311,4.5531,77.5275,710.24,15.7311,9.1124,287.1,600.24,-14.589,3000.75,14.8971,11.1267,2.6008,86.9,12.576,522.84,81.96,21.7156,82.29,9.503,0.1645,57.6,66.8719,0.2219,3000.75,85.2825,85.08,148.6237,11.1267,518.51,571.65
57.6,489.89,542.72,173.74,10.2522,1000.8,1000.8,4.453,85.6411,72.9897,600.24,84.6375,0.2426,145.651,3.01,83.475,28.1202,710.32,12.302,0.2313,2.6004,14.8971,33.03,65.8429,357.6835,28.1202,19.8687,15.7333,4.4969,77.528,710.32,15.7333,9.1124,287.1,600.24,-14.545,2999.75,14.8971,11.1305,2.6004,86.475,12.636,523.11,81.945,21.7156,82.275,9.5,0.1645,57.525,66.8716,0.2222,2999.75,85.32,85.05,148.6237,11.1305,518.51,570.95
57.5625,489.89,543.04,173.74,10.2519,1000.8,1000.8,4.475,85.5947,72.9892,600.3,84.5925,0.2425,145.64,3.0125,83.4675,28.1202,710.32,12.302,0.2313,2.6006,14.8971,33.035,65.8972,358.2689,28.1202,19.8669,15.7336,4.8141,77.5267,710.32,15.7336,9.1129,286.515,600.3,-14.4955,2999.75,14.8971,11.1319,2.6006,86.65,12.69,523.38,81.9825,21.7155,82.32,9.497,0.1644,57.525,66.8712,0.2224,2999.75,85.3425,85.0425,148.6125,11.1319,518.54,571.85
57.525,489.92,543.32,173.726,10.2516,1000.8,1000.8,4.497,85.5472,72.9899,600.12,84.6225,0.2425,145.64,3.015,83.4825,28.1202,710.16,12.302,0.2312,2.6006,14.8971,33.04,65.9523,357.8557,28.1202,19.8679,15.7338,4.2141,77.526,710.16,15.7338,9.1124,286.425,600.12,-14.4515,2999.75,14.8971,11.1257,2.6006,86.1,12.732,523.65,82.035,21.7154,82.29,9.494,0.1644,57.6,66.8709,0.2226,2999.75,85.29,85.005,148.6125,11.1257,518.54,571.25
57.6,489.92,543.6,173.712,10.2512,1000.8,1000.8,4.516,85.5024,72.9891,600.12,84.6675,0.2424,145.629,3.015,83.5275,28.1202,710.24,12.302,0.2312,2.6008,14.8971,33.045,66.0079,357.9934,28.1202,19.8674,15.7341,4.6156,77.5245,710.24,15.7341,9.1129,287.325,600.12,-14.413,2999.75,14.8971,11.1245,2.6008,86.7,12.768,523.89,82.0725,21.7153,82.275,9.492,0.1644,57.5625,66.8698,0.2228,2999.75,85.2675,85.0275,148.6012,11.1245,518.57,571.2
57.525,489.95,543.84,173.712,10.2509,1000.8,1000.8,4.535,85.4566,72.9887,600.18,84.63,0.2424,145.629,3.0175,83.565,28.1202,710.24,12.302,0.2312,2.6008,14.8971,33.05,66.0641,358.4756,28.1202,19.8662,15.7343,3.8891,77.5235,710.24,15.7343,9.1129,286.92,600.18,-14.3745,2999.75,14.8971,11.1233,2.6008,86.375,12.786,524.13,82.0725,21.7153,82.23,9.489,0.1643,57.5625,66.8692,0.223,2999.75,85.245,85.0125,148.59,11.1233,518.6,571.5
57.5625,489.98,544.08,173.712,10.2506,1000.8,1000.8,4.552,85.4136,72.9883,600.18,84.615,0.2424,145.618,3.02,83.595,28.1202,710.24,12.302,0.2312,2.6004,14.8971,33.055,66.121,357.6146,28.1202,19.8654,15.7346,3.9719,77.524,710.24,15.7346,9.1118,286.8525,600.18,-14.3415,2999.75,14.8971,11.1297,2.6004,86.25,12.798,524.34,82.02,21.7152,82.2675,9.487,0.1643,57.5625,66.8694,0.2232,2999.75,85.2075,85.05,148.59,11.1297,518.63,571.1
