DR1106.PV,TI_1145.PV,TI1105A.PV,FRSA1101.PV,FRC1102.MV,FI1102.PV,FRC1102.PV,PDR1106.PV,TIC_1101.MV,FIC_1122.MV,FIC_1127.PV,TIA2872.PV,PI_1180.PV,WR1104.PV,FRC1424.PV,TIA2876.PV,FV1111.OUT,FIC_1122.PV,PDR1401.PV,PR1102A.PV,FRC1113.PV,PRCA1101B.MV,LRCA1101.PV,LRCA1101.MV,DR1108.PV,FRCA1111.MV,FIC_1127.MV,FV1112.OUT,DR1105.PV,FRC1113.MV,FT_1122.PV,FRCA1112.MV,FRQ1623.PV,DR1107.PV,FI_1127.PV,PDRSA1104.PV,FI1112.PV,PIC1101A.PV,FV1110.OUT,FI1113.PV,AR1410B.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,DR1103.PV,FRC1107.MV,PI_1132A.PV,FRCA1112.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,FRCA1110.MV,TI_1144.PV,DR1110.PV
57.6,488.96,536.64,174.174,10.2602,1000.2,1000.2,4.035,86.8717,73.0015,599.88,84.42,0.2442,145.739,2.9425,83.535,28.1205,709.84,12.297,0.233,2.5998,14.8838,32.945,64.7536,357.8212,28.1205,19.8869,15.7338,4.5437,77.5447,709.84,15.7338,9.1096,287.415,599.88,-15.6505,3000,14.8841,11.1299,2.5998,86.55,10.95,517.02,81.975,21.7009,82.29,9.567,0.1656,57.6375,66.8789,0.2177,3000,85.215,84.9825,148.7137,11.1299,517.52,571.9
57.6,488.96,536.68,174.16,10.2601,1000.2,1000.2,4.039,86.8762,73.0005,599.94,84.465,0.2442,145.739,2.9425,83.49,28.1205,710,12.297,0.233,2.5998,14.8836,32.945,64.7467,357.8557,28.1205,19.8866,15.7338,3.9906,77.5449,710,15.7338,9.1096,286.74,599.94,-15.6395,3000,14.8838,11.128,2.5998,86.35,10.968,517.08,82.0125,21.7008,82.305,9.566,0.1656,57.5625,66.8791,0.2177,3000,85.2375,85.035,148.7137,11.128,517.52,571.9
57.6,488.93,536.76,174.16,10.2601,1000.2,1000.2,4.043,86.8805,73.0005,600.06,84.495,0.2442,145.739,2.945,83.4675,28.1205,710,12.297,0.2329,2.6,14.8833,32.945,64.7399,358.2345,28.1205,19.8854,15.7338,3.8844,77.5444,710,15.7338,9.1096,287.5275,600.06,-15.6285,3000,14.8836,11.1281,2.6,86.075,10.986,517.14,81.975,21.7007,82.32,9.566,0.1656,57.525,66.8793,0.2178,3000,85.2675,85.005,148.7137,11.1281,517.49,572
57.5625,488.93,536.8,174.16,10.26,1000.2,1000.2,4.049,86.8846,73.0005,600.06,84.495,0.2442,145.739,2.945,83.4525,28.1205,710,12.296,0.2329,2.6,14.883,32.945,64.733,358.5789,28.1205,19.8851,15.7338,4.8109,77.5444,710,15.7338,9.1102,287.2575,600.06,-15.6175,3000,14.8833,11.1282,2.6,86.475,11.01,517.2,82.005,21.7007,82.29,9.565,0.1656,57.6,66.8794,0.2178,3000,85.245,84.99,148.7137,11.1282,517.49,571.7
57.5625,488.93,536.88,174.16,10.2599,1000.2,1000.2,4.055,86.8846,73.0005,600.12,84.54,0.2442,145.739,2.945,83.43,28.1205,710,12.296,0.2329,2.6,14.8827,32.945,64.7261,357.8212,28.1205,19.8841,15.7338,3.9156,77.5444,710,15.7338,9.1102,287.4375,600.12,-15.6065,3000,14.883,11.1282,2.6,86.775,11.028,517.29,82.005,21.7006,82.26,9.565,0.1656,57.525,66.8796,0.2179,3000,85.23,85.0125,148.7137,11.1282,517.49,572
57.6,488.9,536.96,174.146,10.2598,1000.2,1000.2,4.062,86.888,72.9999,600.12,84.5625,0.2442,145.739,2.9475,83.43,28.1204,710.08,12.296,0.2329,2.6,14.8824,32.945,64.7192,358.3034,28.1204,19.8836,15.7338,4.0109,77.5444,710.08,15.7338,9.1102,287.5725,600.12,-15.59,3000,14.8827,11.1283,2.6,86.55,11.046,517.35,82.0425,21.7005,82.2225,9.564,0.1655,57.6,66.8798,0.218,3000,85.2225,85.02,148.7137,11.1283,517.46,571.45
57.5625,488.9,537.04,174.146,10.2597,1000.2,1000.2,4.07,86.8875,72.9997,600.12,84.585,0.2441,145.739,2.9475,83.4525,28.1204,710.08,12.296,0.2328,2.6,14.8822,32.945,64.7124,358.3034,28.1204,19.8831,15.7338,4.5437,77.5444,710.08,15.7338,9.1102,286.9425,600.12,-15.579,3000,14.8824,11.1284,2.6,86.125,11.07,517.44,81.99,21.7004,82.2225,9.563,0.1655,57.6,66.88,0.2181,3000,85.215,85.065,148.7137,11.1284,517.46,571.35
57.5625,488.9,537.12,174.146,10.2596,1000.2,1000.2,4.078,86.8866,72.9996,600,84.585,0.2441,145.739,2.9475,83.4825,28.1204,710.08,12.295,0.2328,2.6,14.8733,32.945,64.7055,358.6478,28.1204,19.8841,15.7338,4.4797,77.5444,710.08,15.7338,9.1102,287.1225,600,-15.5625,3000,14.8822,11.1285,2.6,86.975,11.088,517.53,81.975,21.7003,82.2525,9.562,0.1655,57.6,66.8801,0.2182,3000,85.26,85.065,148.7137,11.1285,517.46,571.35
57.6,488.9,537.24,174.132,10.2596,1000.2,1000.2,4.087,86.8853,73.0007,600,84.5775,0.2441,145.739,2.95,83.4825,28.1204,709.92,12.295,0.2328,2.6,14.8727,32.945,64.6986,358.3723,28.1204,19.8841,15.7338,4.3781,77.5444,709.92,15.7338,9.1102,287.055,600,-15.546,3000,14.8733,11.1286,2.6,86.95,11.106,517.62,81.975,21.7003,82.305,9.561,0.1655,57.525,66.8795,0.2183,3000,85.2225,85.095,148.7137,11.1286,517.43,572.2
57.6,488.87,537.32,174.132,10.2595,1000.2,1000.2,4.095,86.8798,73.0009,600,84.5775,0.244,145.739,2.95,83.4675,28.1204,709.92,12.295,0.2328,2.6002,14.8722,32.945,64.6917,358.2345,28.1204,19.8841,15.7338,4.5344,77.5437,709.92,15.7338,9.1102,286.8525,600,-15.535,3000,14.8727,11.1286,2.6002,86.075,11.124,517.74,82.02,21.7002,82.305,9.561,0.1655,57.6375,66.8795,0.2184,3000,85.245,85.1175,148.7137,11.1286,517.43,572.25
57.5625,488.87,537.44,174.132,10.2594,1000.2,1000.2,4.103,86.8777,73.001,600,84.5325,0.244,145.739,2.9525,83.475,28.1204,709.92,12.294,0.2327,2.6002,14.8802,32.945,64.6849,358.2689,28.1204,19.8841,15.7338,3.9547,77.5434,709.92,15.7338,9.1108,287.1675,600,-15.5185,3000,14.8722,11.1287,2.6002,86.9,11.136,517.83,81.975,21.7001,82.2825,9.56,0.1655,57.525,66.8794,0.2184,3000,85.23,85.1625,148.7137,11.1287,517.43,571.3
57.525,488.87,537.52,174.132,10.2593,1000.2,1000.2,4.111,86.8752,72.9999,600,84.525,0.244,145.739,2.9525,83.43,28.1204,710.08,12.292,0.2327,2.6002,14.8799,32.945,64.678,358.6133,28.1204,19.8841,15.7338,3.8469,77.5432,710.08,15.7338,9.1108,286.92,600,-15.4965,3000,14.8802,11.1288,2.6002,86,11.154,517.92,82.005,21.7,82.305,9.559,0.1654,57.6,66.8793,0.2185,3000,85.1925,85.1175,148.7137,11.1288,517.43,572.25
57.5625,488.87,537.64,174.132,10.2592,1000.2,1000.2,4.119,86.8723,72.9997,600,84.57,0.244,145.739,2.9525,83.4075,28.1204,710.08,12.292,0.2327,2.6002,14.8797,32.945,64.6711,357.9934,28.1204,19.8841,15.7338,4.4609,77.5429,710.08,15.7338,9.1108,287.2125,600,-15.48,3000,14.8799,11.1289,2.6002,86.125,11.178,518.01,82.0425,21.7,82.3125,9.558,0.1654,57.6,66.8792,0.2186,3000,85.215,85.0725,148.7137,11.1289,517.43,571.8
57.6375,488.84,537.72,174.118,10.2591,1000.2,1000.2,4.125,86.8653,72.9996,600,84.525,0.2439,145.739,2.955,83.4525,28.1204,710.08,12.292,0.2327,2.6002,14.8794,32.95,64.7149,358.1312,28.1204,19.8841,15.7338,4.5672,77.5426,710.08,15.7338,9.1108,287.01,600,-15.4635,3000,14.8797,11.1289,2.6002,86.925,11.208,518.13,81.9975,21.6999,82.3575,9.557,0.1654,57.525,66.8791,0.2186,3000,85.2375,85.0725,148.7137,11.1289,517.4,571.4
57.5625,488.84,537.84,174.118,10.2591,1000.2,1000.2,4.13,86.8579,73.0001,600.06,84.54,0.2439,145.739,2.955,83.43,28.1203,710,12.294,0.2326,2.6004,14.8791,32.95,64.7086,358.3034,28.1203,19.8834,15.7338,4.1016,77.5416,710,15.7338,9.1108,286.9875,600.06,-15.447,3000,14.8794,11.129,2.6004,86.6,11.25,518.25,82.005,21.6998,82.35,9.556,0.1654,57.6,66.879,0.2187,3000,85.26,85.08,148.7137,11.129,517.4,572.1
57.5625,488.84,537.96,174.118,10.259,1000.2,1000.2,4.136,86.8499,73.0001,600.06,84.5175,0.2438,145.739,2.9575,83.475,28.1203,710,12.293,0.2326,2.6004,14.8788,32.95,64.7024,357.959,28.1203,19.8831,15.7338,4.1016,77.5411,710,15.7338,9.1108,286.65,600.06,-15.425,3000,14.8791,11.1291,2.6004,86.85,11.298,518.37,81.99,21.6997,82.305,9.555,0.1654,57.525,66.879,0.2188,3000,85.2825,85.08,148.7137,11.1291,517.4,571.75
57.6,488.84,538.12,174.132,10.2589,1000.2,1000.2,4.144,86.8377,73.0001,600.06,84.48,0.2438,145.739,2.96,83.445,28.1203,710,12.293,0.2325,2.6004,14.8786,32.95,64.6961,358.5789,28.1203,19.8829,15.7338,4.5047,77.5406,710,15.7338,9.1113,286.8075,600.06,-15.3975,3000,14.8788,11.1292,2.6004,86.05,11.346,518.52,82.0275,21.6997,82.35,9.554,0.1653,57.6,66.8789,0.2189,3000,85.3125,85.11,148.7137,11.1292,517.4,572.05
57.5625,488.84,538.28,174.132,10.2588,1000.2,1000.2,4.154,86.8211,72.9989,600.12,84.54,0.2438,145.728,2.9625,83.49,28.1203,710.16,12.293,0.2325,2.6004,14.8783,32.955,64.7405,358.4067,28.1203,19.8819,15.7338,4.3578,77.5401,710.16,15.7338,9.1113,287.0775,600.12,-15.3645,3000,14.8786,11.1293,2.6004,86.275,11.406,518.7,82.035,21.6996,82.2975,9.552,0.1653,57.525,66.8788,0.219,3000,85.29,85.1325,148.7025,11.1293,517.4,571.9
57.6,488.84,538.44,174.118,10.2587,1000.2,1000.2,4.167,86.8038,72.9986,600.12,84.5925,0.2437,145.728,2.965,83.46,28.1203,710.16,12.293,0.2324,2.6006,14.878,32.955,64.7349,358.2689,28.1203,19.8814,15.7338,4.4094,77.5389,710.16,15.7338,9.1118,287.3475,600.12,-15.3315,3000,14.8783,11.1293,2.6006,86.2,11.466,518.88,81.9825,21.6995,82.32,9.55,0.1653,57.6,66.8787,0.2192,3000,85.2675,85.1025,148.7025,11.1293,517.4,572.15
57.6,488.84,538.64,174.118,10.2587,1000.2,1000.2,4.182,86.7821,72.9977,600.12,84.63,0.2436,145.728,2.9675,83.43,28.1203,710.24,12.292,0.2324,2.6006,14.8777,32.955,64.7292,357.8901,28.1203,19.8809,15.7338,3.8469,77.5381,710.24,15.7338,9.1113,286.7175,600.12,-15.293,3000,14.878,11.1294,2.6006,86.125,11.532,519.09,82.0125,21.6994,82.3575,9.549,0.1652,57.6,66.8786,0.2193,3000,85.23,85.08,148.7025,11.1294,517.4,572.15
57.6,488.84,538.84,174.132,10.2586,1000.2,1000.2,4.199,86.7594,72.9986,600.18,84.66,0.2435,145.728,2.97,83.445,28.1203,710.08,12.292,0.2323,2.6008,14.8774,32.96,64.7742,357.8901,28.1203,19.8796,15.7338,3.8641,77.5366,710.08,15.7338,9.1118,286.965,600.18,-15.249,3000,14.8777,11.1295,2.6008,86.85,11.604,519.3,81.9675,21.6994,82.395,9.546,0.1652,57.6,66.8785,0.2195,3000,85.1925,85.08,148.7025,11.1295,517.4,571.5
57.525,488.84,539.08,174.132,10.2585,1000.2,1000.2,4.218,86.7322,72.9979,600.18,84.6075,0.2435,145.717,2.9725,83.4975,28.1203,710.16,12.292,0.2322,2.6004,14.8772,32.965,64.8199,357.9934,28.1203,19.8789,15.7338,4.0672,77.5371,710.16,15.7338,9.1113,287.1225,600.18,-15.205,3000,14.8774,11.1296,2.6004,86.175,11.682,519.54,81.9375,21.6993,82.4025,9.544,0.1651,57.5625,66.8784,0.2197,3000,85.215,85.0575,148.6913,11.1296,517.4,571.35
57.6,488.84,539.32,174.146,10.2584,1000.2,1000.2,4.238,86.7002,72.9976,600.24,84.5775,0.2434,145.717,2.975,83.4975,28.1202,710.16,12.292,0.2321,2.6004,14.8769,32.965,64.8155,357.8557,28.1202,19.8774,15.7338,4.5563,77.5366,710.16,15.7338,9.1118,286.785,600.24,-15.1555,3000,14.8772,11.1297,2.6004,86.325,11.76,519.81,81.9675,21.6992,82.3575,9.541,0.1651,57.525,66.8776,0.22,3000,85.2525,85.035,148.6913,11.1297,517.4,571.85
57.6,488.84,539.6,174.146,10.2576,1000.8,1000.8,4.259,86.6672,72.9974,600.12,84.5625,0.2434,145.717,2.9775,83.475,28.1202,710.16,12.292,0.2321,2.6006,14.8766,32.97,64.8617,358.0623,28.1202,19.8779,15.7338,3.9641,77.5354,710.16,15.7338,9.1118,287.0775,600.12,-15.1005,3000,14.8769,11.1297,2.6006,86.6,11.838,520.08,81.9675,21.6991,82.3125,9.539,0.165,57.5625,66.8773,0.2202,3000,85.2225,85.05,148.6913,11.1297,517.4,571.75
57.6,488.84,539.88,174.132,10.2572,1000.8,1000.8,4.282,86.6331,72.9965,600.12,84.5775,0.2433,145.706,2.9825,83.4825,28.1202,710.24,12.292,0.232,2.6006,14.8763,32.975,64.9086,358.6133,28.1202,19.8774,15.7338,4.0328,77.5346,710.24,15.7338,9.1124,286.92,600.12,-15.0455,3000,14.8766,11.1298,2.6006,86.65,11.922,520.35,81.96,21.6991,82.335,9.536,0.165,57.5625,66.8769,0.2204,3000,85.2075,85.0875,148.68,11.1298,517.4,571.2
57.5625,488.84,540.16,174.132,10.2569,1000.8,1000.8,4.306,86.5941,72.9961,600.18,84.5625,0.2432,145.706,2.985,83.445,28.1202,710.24,12.292,0.2319,2.6008,14.8761,32.98,64.9561,357.7868,28.1202,19.8762,15.7338,4.7578,77.5331,710.24,15.7338,9.1124,287.0325,600.18,-14.9905,3000,14.8763,11.1299,2.6008,86.125,12.006,520.65,81.9825,21.699,82.2975,9.533,0.1649,57.5625,66.8766,0.2207,3000,85.2,85.1325,148.68,11.1299,517.43,571.6
57.6,488.87,540.48,174.146,10.2566,1000.8,1000.8,4.33,86.5501,72.9957,600.18,84.555,0.2431,145.695,2.9875,83.46,28.1202,710.24,12.292,0.2318,2.6008,14.8758,32.985,65.0043,357.7179,28.1202,19.8754,15.7338,4.3344,77.5321,710.24,15.7338,9.1129,287.37,600.18,-14.93,3000,14.8761,11.13,2.6008,86.35,12.084,520.98,81.99,21.6989,82.3425,9.53,0.1648,57.525,66.8763,0.221,3000,85.17,85.14,148.6687,11.13,517.43,571.35
57.525,488.87,540.8,174.146,10.2562,1000.8,1000.8,4.354,86.5086,72.9947,600.24,84.525,0.243,145.695,2.9925,83.46,28.1202,710.32,12.292,0.2317,2.6004,14.8755,32.99,65.053,358.0279,28.1202,19.8739,15.7338,4.4469,77.5326,710.32,15.7338,9.1124,286.695,600.24,-14.875,3000,14.8758,11.13,2.6004,86.375,12.162,521.28,82.02,21.6988,82.3125,9.527,0.1648,57.6,66.8759,0.2212,3000,85.1475,85.14,148.6687,11.13,517.43,571.75
57.5625,488.87,541.12,174.132,10.2559,1000.8,1000.8,4.38,86.4621,72.9942,600.24,84.51,0.243,145.684,2.995,83.43,28.1202,710.32,12.292,0.2317,2.6006,14.8752,32.995,65.1024,358.5789,28.1202,19.8729,15.7338,4.1219,77.5314,710.32,15.7338,9.1124,286.605,600.24,-14.8145,3000,14.8755,11.1301,2.6006,86.075,12.24,521.61,82.0575,21.6987,82.2825,9.523,0.1647,57.525,66.8756,0.2215,3000,85.14,85.1325,148.6575,11.1301,517.46,572
57.525,488.9,541.48,174.146,10.2556,1000.8,1000.8,4.405,86.4142,72.9937,600.3,84.5325,0.2429,145.684,2.9975,83.4,28.1202,710.32,12.293,0.2316,2.6006,14.8749,33,65.1524,358.3034,28.1202,19.8712,15.7338,4.0969,77.5306,710.32,15.7338,9.1129,287.1675,600.3,-14.754,3000,14.8752,11.1302,2.6006,86.6,12.312,521.94,82.0275,21.6987,82.2375,9.52,0.1647,57.6,66.8745,0.2218,3000,85.1175,85.17,148.6575,11.1302,517.46,571.45
57.525,488.9,541.8,174.146,10.2552,1000.8,1000.8,4.429,86.3651,72.9939,600.18,84.4875,0.2428,145.673,3.0025,83.3775,28.1202,710.24,12.293,0.2315,2.6008,14.8747,33.005,65.203,358.3723,28.1202,19.8714,15.7346,4.6578,77.5291,710.24,15.7346,9.1129,286.7625,600.18,-14.6935,2999.75,14.8749,11.1265,2.6008,86.175,12.384,522.27,81.99,21.6986,82.1925,9.517,0.1646,57.6,66.8739,0.222,2999.75,85.17,85.1925,148.6462,11.1265,517.49,571.7
57.6,488.93,542.16,174.146,10.2549,1000.8,1000.8,4.454,86.3183,72.9935,600.18,84.525,0.2427,145.662,3.005,83.415,28.1201,710.24,12.293,0.2315,2.6008,14.8744,33.01,65.2542,358.5444,28.1201,19.8707,15.7348,4.1687,77.5281,710.24,15.7348,9.1135,287.415,600.18,-14.6385,2999.75,14.8747,11.1254,2.6008,86.275,12.444,522.57,82.035,21.6985,82.1925,9.514,0.1646,57.5625,66.8734,0.2223,2999.75,85.23,85.2,148.635,11.1254,517.49,571.55
57.5625,488.93,542.48,174.132,10.2546,1000.8,1000.8,4.477,86.2666,72.9925,600.24,84.5775,0.2427,145.662,3.0075,83.4,28.1201,710.32,12.293,0.2314,2.601,14.8741,33.02,65.3568,357.7868,28.1201,19.8692,15.7351,4.7297,77.5264,710.32,15.7351,9.1129,286.6275,600.24,-14.5835,2999.75,14.8744,11.1242,2.601,86.5,12.492,522.9,81.99,21.6984,82.2,9.511,0.1645,57.6,66.8735,0.2225,2999.75,85.23,85.1475,148.635,11.1242,517.52,571.3
57.6,488.96,542.8,174.132,10.2542,1000.8,1000.8,4.5,86.2173,72.992,600.24,84.5925,0.2426,145.651,3.01,83.4525,28.1201,710.32,12.292,0.2314,2.6006,14.8825,33.025,65.4099,358.51,28.1201,19.8682,15.7353,3.8891,77.5266,710.32,15.7353,9.1124,287.055,600.24,-14.5285,2999.75,14.8741,11.1268,2.6006,86.3,12.534,523.2,81.9525,21.6984,82.17,9.508,0.1645,57.6,66.8732,0.2227,2999.75,85.1925,85.1775,148.6237,11.1268,517.55,571.25
57.5625,488.96,543.12,174.132,10.2539,1000.8,1000.8,4.521,86.1705,72.9915,600.24,84.54,0.2426,145.64,3.0125,83.4525,28.1201,710.32,12.293,0.2314,2.6006,14.8825,33.035,65.5143,357.8212,28.1201,19.8672,15.7356,4.0453,77.5259,710.32,15.7356,9.1129,287.3025,600.24,-14.4845,2999.75,14.8825,11.1268,2.6006,86.125,12.57,523.47,81.9225,21.6983,82.1625,9.505,0.1644,57.5625,66.8729,0.223,2999.75,85.155,85.1625,148.6125,11.1268,517.55,571.8
57.5625,488.99,543.4,174.132,10.2536,1000.8,1000.8,4.541,86.1227,72.991,600.06,84.5475,0.2426,145.64,3.0125,83.43,28.1201,710.32,12.293,0.2313,2.6006,14.8825,33.04,65.5693,357.649,28.1201,19.8684,15.7328,4.8063,77.5251,710.32,15.7328,9.1129,287.145,600.06,-14.4405,3000.75,14.8825,11.1307,2.6006,86.15,12.582,523.74,81.9375,21.6982,82.14,9.503,0.1644,57.6,66.8725,0.2232,3000.75,85.125,85.1325,148.6125,11.1307,517.58,571.25
57.5625,489.02,543.68,174.118,10.2532,1000.8,1000.8,4.559,86.0813,72.9905,600.06,84.5925,0.2426,145.629,3.015,83.4525,28.1201,710.32,12.294,0.2314,2.6006,14.8825,33.045,65.6249,357.6146,28.1201,19.8682,15.7321,4.6703,77.5244,710.32,15.7321,9.1129,287.3025,600.06,-14.4075,3000.75,14.8825,11.1283,2.6006,86.75,12.582,523.95,81.9375,21.6981,82.1325,9.501,0.1644,57.6,66.8714,0.2234,3000.75,85.1475,85.14,148.6012,11.1283,517.61,571.45
57.6,489.05,543.92,174.118,10.2529,1000.8,1000.8,4.575,86.039,72.99,600.06,84.555,0.2426,145.629,3.015,83.4825,28.1201,710.32,12.296,0.2314,2.6008,14.8825,33.055,65.7318,358.3378,28.1201,19.8679,15.7313,4.5859,77.5229,710.32,15.7313,9.1129,287.325,600.06,-14.391,3000.75,14.8825,11.1283,2.6008,86.35,12.564,524.16,81.99,21.6981,82.125,9.499,0.1644,57.6,66.8709,0.2235,3000.75,85.2075,85.1325,148.6012,11.1283,517.64,571.25
57.5625,489.08,544.12,174.118,10.2526,1000.8,1000.8,4.588,86.0034,72.9895,600.06,84.54,0.2427,145.618,3.015,83.475,28.1201,710.32,12.296,0.2314,2.6008,14.8825,33.06,65.7892,357.6835,28.1201,19.8677,15.7336,4.1297,77.5219,710.32,15.7336,9.1129,286.425,600.06,-14.38,2999.75,14.8825,11.1247,2.6008,86.9,12.534,524.31,81.96,21.698,82.17,9.498,0.1644,57.6,66.8703,0.2237,2999.75,85.26,85.1625,148.59,11.1247,517.67,570.85
57.525,489.08,544.28,174.104,10.2522,1000.8,1000.8,4.598,85.971,72.989,600.06,84.585,0.2427,145.607,3.015,83.4675,28.1201,710.32,12.297,0.2315,2.6002,14.8825,33.07,65.898,357.7179,28.1201,19.8674,15.7338,4.0516,77.5231,710.32,15.7338,9.1124,287.01,600.06,-14.38,2999.75,14.8825,11.1272,2.6002,86.775,12.48,524.43,82.005,21.6979,82.23,9.497,0.1644,57.6,66.8697,0.2238,2999.75,85.29,85.2,148.5788,11.1272,517.7,570.85
57.525,489.11,544.4,174.104,10.2526,1000.2,1000.2,4.605,85.9456,72.9897,600,84.54,0.2428,145.607,3.0125,83.46,28.12,710.16,12.297,0.2316,2.6002,14.8825,33.075,65.9574,358.3378,28.12,19.8679,15.7341,4.1906,77.5229,710.16,15.7341,9.1124,286.875,600,-14.391,2999.75,14.8825,11.1273,2.6002,86.075,12.402,524.49,82.0125,21.6978,82.275,9.497,0.1644,57.6,66.8699,0.2238,2999.75,85.3275,85.1625,148.5788,11.1273,517.73,571.2
57.6375,489.14,544.44,174.09,10.2526,1000.2,1000.2,4.608,85.9274,72.9895,599.94,84.555,0.243,145.596,3.01,83.46,28.12,710.16,12.298,0.2317,2.6,14.8911,33.085,66.068,358.1656,28.12,19.8687,15.7343,4.6328,77.5234,710.16,15.7343,9.1118,286.875,599.94,-14.4075,2999.75,14.8825,11.1311,2.6,86.675,12.306,524.49,82.02,21.6978,82.245,9.498,0.1645,57.6,66.8695,0.2238,2999.75,85.29,85.1475,148.5675,11.1311,517.76,571.35
57.5625,489.17,544.48,174.062,10.2525,1000.2,1000.2,4.606,85.9168,72.9892,599.94,84.5775,0.243,145.596,3.0075,83.4675,28.12,710.16,12.298,0.2318,2.6,14.8913,33.09,66.1293,357.8557,28.12,19.8689,15.7346,4.4875,77.5234,710.16,15.7346,9.1113,286.74,599.94,-14.4405,2999.75,14.8911,11.1287,2.6,86.4,12.192,524.43,82.005,21.6977,82.215,9.499,0.1645,57.6,66.8699,0.2238,2999.75,85.29,85.17,148.5675,11.1287,517.79,571.45
57.6,489.2,544.4,174.062,10.2524,1000.2,1000.2,4.599,85.9139,72.9896,599.88,84.5925,0.2432,145.596,3.0025,83.43,28.12,710.08,12.299,0.232,2.5998,14.8916,33.095,66.1911,357.4768,28.12,19.8699,15.7348,4.3422,77.5241,710.08,15.7348,9.1108,287.1675,599.88,-14.4845,2999.75,14.8913,11.1288,2.5998,86.525,12.054,524.31,81.9525,21.6976,82.26,9.501,0.1646,57.5625,66.8699,0.2237,2999.75,85.2825,85.125,148.5675,11.1288,517.82,571.05
57.6,489.23,544.28,174.048,10.2523,1000.2,1000.2,4.585,85.9191,72.9895,599.76,84.6075,0.2434,145.596,2.9975,83.4225,28.12,710.08,12.3,0.2321,2.5996,14.8919,33.1,66.2536,357.649,28.12,19.8719,15.7351,4.0703,77.5251,710.08,15.7351,9.1102,287.235,599.76,-14.545,2999.75,14.8916,11.1259,2.5996,86.9,11.892,524.13,81.945,21.6975,82.2525,9.504,0.1647,57.5625,66.8698,0.2235,2999.75,85.26,85.125,148.5675,11.1259,517.85,570.85
57.525,489.26,544.08,174.048,10.253,999.6,999.6,4.564,85.9362,72.99,599.7,84.6,0.2436,145.585,2.9925,83.3775,28.12,710,12.302,0.2323,2.5994,14.8922,33.105,66.3167,358.3034,28.12,19.8737,15.7353,4.7656,77.5264,710,15.7353,9.1102,287.01,599.7,-14.633,2999.75,14.8919,11.128,2.5994,86.1,11.712,523.86,81.96,21.6974,82.2825,9.507,0.1648,57.5625,66.8697,0.2232,2999.75,85.2825,85.0875,148.5562,11.128,517.88,571.4
57.5625,489.29,543.8,174.034,10.2531,999.6,999.6,4.535,85.9657,72.99,599.64,84.645,0.2438,145.585,2.9875,83.4,28.12,710,12.303,0.2325,2.5992,14.9011,33.11,66.3805,358.0623,28.12,19.8757,15.7356,4.6109,77.5279,710,15.7356,9.1096,286.9425,599.64,-14.721,2999.75,14.8922,11.128,2.5992,86.55,11.508,523.5,81.9675,21.6974,82.29,9.512,0.1649,57.5625,66.8696,0.2228,2999.75,85.275,85.0875,148.5562,11.128,517.88,570.85
57.6,489.29,543.44,174.02,10.2533,999.6,999.6,4.495,86.0042,72.9906,599.7,84.5925,0.244,145.596,2.98,83.415,28.1207,709.92,12.304,0.2327,2.5996,14.9016,33.115,66.4448,357.8557,28.1207,19.8764,15.7328,3.9234,77.5274,709.92,15.7328,9.1096,286.38,599.7,-14.82,3000.75,14.9011,11.1281,2.5996,86.825,11.298,523.08,81.9675,21.6973,82.32,9.516,0.165,57.6,66.8703,0.2223,3000.75,85.305,85.08,148.5675,11.1281,517.91,571.35
57.5625,489.32,543,174.006,10.2542,999,999,4.444,86.0556,72.9913,599.58,84.555,0.2443,145.596,2.9725,83.4525,28.121,709.84,12.304,0.233,2.5994,14.9022,33.115,66.4592,358.3034,28.121,19.8792,15.7321,4.6781,77.5287,709.84,15.7321,9.1091,286.83,599.58,-14.9245,3000.75,14.9016,11.1289,2.5994,86.575,11.028,522.57,81.9375,21.6972,82.3425,9.522,0.1651,57.5625,66.8704,0.2216,3000.75,85.3125,85.05,148.5675,11.1289,517.94,571.65
57.6,489.35,542.48,173.978,10.2546,999,999,4.38,86.1241,72.9922,599.64,84.5925,0.2446,145.596,2.9625,83.415,28.1212,709.76,12.305,0.2333,2.599,14.9027,33.115,66.4736,357.8557,28.1212,19.8802,15.7313,4.7531,77.5309,709.76,15.7313,9.1086,286.695,599.64,-15.051,3000.75,14.9022,11.1293,2.599,86.6,10.746,521.94,81.9825,21.6971,82.3575,9.528,0.1653,57.525,66.8706,0.2207,3000.75,85.3425,85.05,148.5675,11.1293,517.94,570.95
57.5625,489.35,541.8,173.992,10.2551,999,999,4.301,86.1989,72.992,599.58,84.6225,0.2447,145.607,2.9575,83.43,28.1207,709.84,12.308,0.2335,2.5988,14.9033,33.115,66.488,358.0967,28.1207,19.8824,15.7336,3.9609,77.5329,709.84,15.7336,9.1086,286.6275,599.58,-15.194,2999.75,14.9027,11.1296,2.5988,86.375,10.608,521.28,81.99,21.6971,82.3425,9.535,0.1654,57.5625,66.8708,0.2194,2999.75,85.3425,85.1025,148.5788,11.1296,517.97,570.75
