DR1107.PV,WRA1103.PV,WR1104.PV,PI_1180.PV,AR1410B.PV,CCSFIC1401.PV,FRCA1112.PV,TIC_1155.PV,FI1112.PV,TI_1147.PV
2.925,0.0,0.0,1.4251,0.0,204270,3000.75,647.5625,3000.75,607.5125
2.385,0.0,0.0,1.4252,0.0,204270,3001.0,647.53,3001.0,607.4
2.6775,0.0,0.0,1.4252,0.0,204270,3000.0,647.465,3000.0,607.25
2.4975,0.0,0.0,1.4252,0.0,204281,3000.25,647.4325,3000.25,607.1375
2.88,0.0,0.0,1.4252,0.0,204281,3000.25,647.3675,3000.25,606.9875
1.98,0.0,0.0,1.4253,0.0,204281,3000.25,647.335,3000.25,606.875
2.97,0.0,0.0,1.4253,0.0,204281,3000.25,647.27,3000.25,606.725
2.025,0.0,0.0,1.4253,0.0,204281,3000.5,647.2375,3000.5,606.6125
2.4975,0.0,0.0,1.4253,0.0,204281,3000.5,647.1725,3000.5,606.4625
2.7675,0.0,0.0,1.4253,0.0,204292,3000.5,647.14,3000.5,606.3125
2.5875,0.0,0.0,1.4253,0.0,204292,3000.75,647.075,3000.75,606.2
2.655,0.0,0.0,1.4253,0.0,204292,3000.75,647.0425,3000.75,606.05
2.205,0.0,0.0,1.4253,0.0,204292,3000.75,646.9775,3000.75,605.9375
2.8125,0.0,0.0,1.4253,0.0,204292,3000.0,646.945,3000.0,605.7875
2.025,0.0,0.0,1.4253,0.0,204292,3000.0,646.88,3000.0,605.675
2.745,0.0,0.0,1.4253,0.0,204292,3000.0,646.8475,3000.0,605.525
2.205,0.0,0.0,1.4253,0.0,204292,3000.0,646.7825,3000.0,605.4125
2.8125,0.0,0.0,1.4254,0.0,204303,3000.25,646.75,3000.25,605.2625
2.0475,0.0,0.0,1.4254,0.0,204303,3000.25,646.685,3000.25,605.15
2.6775,0.0,0.0,1.4254,0.0,204303,3000.25,646.6525,3000.25,605.0
2.97,0.0,0.0,1.4254,0.0,204303,3000.5,646.5875,3000.5,604.8875
2.385,0.0,0.0,1.4254,0.0,204303,3000.5,646.555,3000.5,604.7375
2.3625,0.0,0.0,1.4254,0.0,204303,3000.5,646.49,3000.5,604.5875
2.925,0.0,0.0,1.4254,0.0,204303,3000.75,646.4575,3000.75,604.475
2.3175,0.0,0.0,1.4254,0.0,204303,3000.75,646.3925,3000.75,604.325
2.6775,0.0,0.0,1.4254,0.0,204314,3000.75,646.36,3000.75,604.2125
2.835,0.0,0.0,1.4254,0.0,204314,3000.75,646.295,3000.75,604.0625
2.8125,0.0,0.0,1.4254,0.0,204314,3000.0,646.2625,3000.0,603.95
2.07,0.0,0.0,1.4254,0.0,204314,3000.0,646.1975,3000.0,603.8
2.8575,0.0,0.0,1.4254,0.0,204314,3000.0,646.165,3000.0,603.6875
2.925,0.0,0.0,1.4254,0.0,204314,3000.25,646.1,3000.25,603.5375
2.7675,0.0,0.0,1.4254,0.0,204314,3000.25,646.0675,3000.25,603.425
2.43,0.0,0.0,1.4254,0.0,204325,3000.25,646.0025,3000.25,603.275
2.0475,0.0,0.0,1.4254,0.0,204325,3000.5,645.97,3000.5,603.1625
