TI_1145.PV,TI1105A.PV,PDR1106.PV,TIC_1101.MV,TIA2872.PV,PI_1180.PV,WR1104.PV,TIA2876.PV,PDR1401.PV,PR1102A.PV,LRCA1101.PV,LRCA1101.MV,PDRSA1104.PV,PIC1101A.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,PI_1132A.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,TI_1144.PV
489.74,538.92,4.153,85.771,84.555,0.2437,145.706,83.505,12.302,0.2324,32.975,65.2865,-15.238,14.8905,11.532,519.18,82.0125,21.7152,82.2975,9.537,0.1652,0.2188,85.3575,85.005,148.68,518.36
489.74,538.96,4.157,85.7706,84.5325,0.2437,145.706,83.49,12.3,0.2324,32.975,65.2833,-15.2325,14.8988,11.544,519.21,82.005,21.7304,82.29,9.537,0.1652,0.2189,85.335,84.9825,148.68,518.36
489.74,539,4.16,85.7662,84.495,0.2436,145.706,83.475,12.301,0.2324,32.975,65.2802,-15.2215,14.8988,11.562,519.27,81.9825,21.7308,82.3275,9.537,0.1652,0.2189,85.2825,84.945,148.68,518.36
489.74,539.04,4.164,85.7617,84.54,0.2436,145.706,83.475,12.302,0.2324,32.975,65.2771,-15.216,14.8902,11.58,519.33,81.9975,21.716,82.365,9.536,0.1652,0.2189,85.2825,84.9975,148.68,518.33
489.74,539.08,4.167,85.7606,84.5175,0.2436,145.706,83.505,12.301,0.2324,32.975,65.274,-15.205,14.8899,11.598,519.36,81.99,21.7159,82.3725,9.536,0.1652,0.2189,85.245,84.975,148.68,518.33
489.71,539.16,4.172,85.7557,84.5025,0.2436,145.706,83.4825,12.3,0.2323,32.975,65.2708,-15.1885,14.8982,11.622,519.42,81.9975,21.7158,82.3275,9.535,0.1652,0.219,85.2825,84.9825,148.68,518.33
489.71,539.2,4.177,85.7467,84.54,0.2435,145.706,83.5275,12.3,0.2323,32.98,65.3183,-15.172,14.8982,11.646,519.51,82.005,21.7158,82.3425,9.534,0.1651,0.2191,85.305,85.02,148.68,518.33
489.71,539.28,4.183,85.7412,84.585,0.2435,145.706,83.5575,12.299,0.2323,32.98,65.3158,-15.1555,14.8982,11.676,519.57,81.975,21.7157,82.3875,9.534,0.1651,0.2191,85.3275,84.99,148.68,518.33
489.71,539.36,4.19,85.7317,84.6075,0.2435,145.706,83.535,12.301,0.2323,32.98,65.3133,-15.1445,14.8982,11.7,519.66,81.9525,21.7156,82.3425,9.533,0.1651,0.2192,85.2975,84.9675,148.68,518.33
489.71,539.44,4.197,85.7218,84.6225,0.2434,145.706,83.505,12.301,0.2322,32.98,65.3108,-15.128,14.8896,11.73,519.75,81.9975,21.7155,82.335,9.532,0.1651,0.2193,85.32,84.96,148.68,518.33
489.71,539.56,4.205,85.7078,84.63,0.2434,145.706,83.4825,12.301,0.2322,32.98,65.3083,-15.1115,14.8894,11.76,519.87,82.0125,21.7155,82.35,9.531,0.1651,0.2194,85.275,84.9375,148.68,518.33
489.71,539.64,4.214,85.697,84.585,0.2434,145.695,83.5125,12.301,0.2322,32.985,65.3565,-15.0895,14.8891,11.796,519.96,81.9975,21.7154,82.3275,9.53,0.1651,0.2195,85.2675,84.9075,148.6687,518.33
489.71,539.76,4.223,85.6821,84.6075,0.2434,145.695,83.475,12.299,0.2321,32.985,65.3546,-15.062,14.8974,11.826,520.08,81.9975,21.7153,82.2975,9.529,0.165,0.2196,85.275,84.9525,148.6687,518.33
489.71,539.88,4.233,85.6668,84.585,0.2434,145.695,83.505,12.299,0.2321,32.985,65.3527,-15.0345,14.8974,11.862,520.2,82.02,21.7152,82.29,9.527,0.165,0.2197,85.245,84.9375,148.6687,518.33
489.71,540,4.243,85.651,84.6075,0.2433,145.695,83.55,12.299,0.2321,32.99,65.4014,-15.007,14.8974,11.892,520.32,81.9675,21.7151,82.3275,9.526,0.165,0.2198,85.23,84.9675,148.6687,518.33
489.71,540.12,4.254,85.6346,84.5625,0.2433,145.695,83.5875,12.301,0.232,32.99,65.4002,-14.9905,14.8974,11.922,520.44,81.9675,21.7151,82.29,9.525,0.165,0.2199,85.23,85.0275,148.6687,518.33
489.71,540.24,4.264,85.6178,84.57,0.2433,145.695,83.595,12.301,0.232,32.99,65.3989,-14.974,14.8888,11.946,520.56,82.005,21.715,82.3125,9.524,0.1649,0.22,85.2825,85.08,148.6687,518.33
489.71,540.36,4.275,85.6005,84.615,0.2432,145.684,83.565,12.301,0.232,32.995,65.4483,-14.952,14.8885,11.97,520.68,81.99,21.7149,82.32,9.522,0.1649,0.2201,85.2675,85.0875,148.6575,518.33
489.71,540.48,4.285,85.5828,84.6075,0.2432,145.684,83.565,12.299,0.232,32.995,65.4477,-14.9245,14.8969,11.988,520.8,81.96,21.7148,82.3575,9.521,0.1649,0.2203,85.26,85.0875,148.6575,518.33
489.74,540.6,4.295,85.5682,84.585,0.2432,145.684,83.5125,12.299,0.232,33,65.4977,-14.9025,14.8969,12.006,520.89,81.945,21.7148,82.305,9.52,0.1649,0.2203,85.2225,85.0575,148.6575,518.36
489.74,540.72,4.304,85.5496,84.615,0.2432,145.684,83.5275,12.301,0.2319,33,65.4977,-14.8915,14.8969,12.018,521.01,81.96,21.7147,82.26,9.519,0.1649,0.2204,85.275,85.095,148.6575,518.36
489.74,540.84,4.312,85.5343,84.6525,0.2432,145.673,83.5575,12.301,0.2319,33.005,65.5483,-14.8805,14.8969,12.024,521.1,81.9675,21.7146,82.2675,9.518,0.1649,0.2205,85.305,85.05,148.6462,518.36
489.74,540.96,4.319,85.5185,84.6675,0.2432,145.673,83.565,12.301,0.2319,33.005,65.549,-14.8695,14.8969,12.024,521.19,81.9825,21.7145,82.3125,9.517,0.1648,0.2206,85.32,85.005,148.6462,518.36
489.74,541.04,4.325,85.5025,84.69,0.2432,145.673,83.5125,12.301,0.2319,33.01,65.6002,-14.864,14.8969,12.018,521.28,82.0125,21.7145,82.35,9.517,0.1648,0.2206,85.3575,84.9975,148.6462,518.36
489.74,541.12,4.329,85.4898,84.645,0.2432,145.673,83.5425,12.301,0.232,33.015,65.6521,-14.8585,14.8969,12.006,521.34,81.9975,21.7144,82.3425,9.516,0.1648,0.2207,85.3125,84.96,148.6462,518.39
489.77,541.2,4.332,85.4806,84.6525,0.2432,145.673,83.5575,12.301,0.232,33.015,65.6539,-14.853,14.8969,11.988,521.37,81.96,21.7143,82.3125,9.516,0.1648,0.2207,85.2975,85.02,148.6462,518.39
489.77,541.24,4.333,85.4713,84.6,0.2433,145.662,83.5125,12.301,0.232,33.02,65.7065,-14.8585,14.8969,11.964,521.4,81.9525,21.7142,82.2675,9.516,0.1649,0.2207,85.275,85.0575,148.635,518.39
489.77,541.24,4.332,85.4619,84.57,0.2433,145.662,83.505,12.301,0.2321,33.02,65.709,-14.864,14.8969,11.928,521.43,81.9675,21.7142,82.2375,9.516,0.1649,0.2207,85.2525,85.0575,148.635,518.39
489.77,541.28,4.329,85.4599,84.6225,0.2434,145.662,83.46,12.302,0.2321,33.025,65.7621,-14.875,14.8969,11.886,521.4,81.9975,21.7141,82.2225,9.516,0.1649,0.2206,85.2225,85.11,148.635,518.42
489.8,541.24,4.324,85.458,84.5775,0.2434,145.662,83.43,12.302,0.2321,33.025,65.7652,-14.8915,14.8969,11.838,521.37,81.96,21.714,82.26,9.517,0.1649,0.2206,85.185,85.14,148.635,518.42
489.8,541.2,4.316,85.4637,84.6225,0.2434,145.662,83.445,12.302,0.2322,33.025,65.7683,-14.9135,14.8969,11.778,521.28,81.9225,21.7139,82.305,9.518,0.1649,0.2204,85.185,85.125,148.635,518.42
489.8,541.16,4.306,85.4698,84.645,0.2435,145.662,83.4375,12.302,0.2323,33.03,65.8221,-14.941,14.8969,11.706,521.19,81.9075,21.7138,82.275,9.519,0.165,0.2203,85.1775,85.0875,148.635,518.42
489.8,541.04,4.292,85.48,84.69,0.2436,145.662,83.4225,12.302,0.2324,33.03,65.8258,-14.974,14.8969,11.634,521.07,81.9675,21.7138,82.2375,9.521,0.165,0.2201,85.1625,85.125,148.635,518.45
489.83,540.92,4.275,85.4945,84.69,0.2437,145.662,83.4525,12.303,0.2324,33.03,65.8296,-15.007,14.8969,11.556,520.92,81.9375,21.7137,82.29,9.523,0.1651,0.2199,85.2075,85.17,148.635,518.45
489.83,540.76,4.255,85.5133,84.6675,0.2438,145.662,83.4675,12.303,0.2325,33.03,65.8333,-15.0455,14.8969,11.454,520.74,81.93,21.7136,82.2825,9.525,0.1651,0.2197,85.215,85.17,148.635,518.45
489.83,540.56,4.231,85.5404,84.675,0.2439,145.662,83.4975,12.303,0.2326,33.03,65.8371,-15.095,14.8969,11.352,520.5,81.9825,21.7135,82.3125,9.527,0.1652,0.2193,85.1775,85.1175,148.635,518.45
489.83,540.32,4.204,85.5684,84.6525,0.2439,145.662,83.4975,12.303,0.2327,33.03,65.8409,-15.1445,14.8969,11.28,520.26,81.945,21.7135,82.2675,9.53,0.1652,0.219,85.1775,85.1025,148.635,518.45
489.83,540.08,4.171,85.5937,84.6525,0.2439,145.673,83.46,12.304,0.2327,33.025,65.794,-15.183,14.8969,11.304,520.05,81.9825,21.7134,82.29,9.532,0.1652,0.2184,85.2,85.1325,148.6462,518.45
489.83,539.84,4.13,85.616,84.66,0.2439,145.673,83.5125,12.304,0.2327,33.025,65.7971,-15.1885,14.9055,11.334,519.87,82.0275,21.7133,82.2675,9.533,0.1652,0.218,85.1925,85.1325,148.6462,518.45
489.83,539.68,4.091,85.6354,84.6225,0.2439,145.673,83.4975,12.304,0.2327,33.02,65.7496,-15.183,14.9057,11.346,519.72,81.9825,21.7132,82.245,9.533,0.1652,0.2176,85.215,85.1775,148.6462,518.45
489.83,539.52,4.067,85.6515,84.6,0.2439,145.673,83.535,12.305,0.2326,33.02,65.7521,-15.172,14.906,11.376,519.6,82.005,21.7132,82.2225,9.534,0.1652,0.2175,85.2,85.215,148.6462,518.45
489.83,539.52,4.067,85.6531,84.6,0.2439,145.673,83.535,12.305,0.2326,33.02,65.7546,-15.172,14.9063,11.376,519.6,82.005,21.7131,82.2225,9.534,0.1652,0.2175,85.2,85.215,148.6462,518.45
489.83,539.4,4.059,85.666,84.5625,0.2438,145.673,83.4975,12.307,0.2326,33.015,65.7065,-15.172,14.9066,11.388,519.51,81.9675,21.713,82.23,9.534,0.1652,0.2175,85.185,85.2075,148.6462,518.45
489.83,539.2,4.072,85.6868,84.63,0.2438,145.684,83.475,12.307,0.2326,33.01,65.6577,-15.172,14.9069,11.412,519.36,82.0125,21.7129,82.2525,9.534,0.1652,0.2178,85.17,85.125,148.6575,518.45
489.83,539.12,4.083,85.6969,84.66,0.2438,145.684,83.52,12.307,0.2326,33.01,65.659,-15.1775,14.8985,11.424,519.3,82.0125,21.7129,82.23,9.534,0.1652,0.218,85.23,85.0875,148.6575,518.45
489.83,539.08,4.092,85.7072,84.6225,0.2438,145.684,83.5575,12.307,0.2326,33.005,65.6096,-15.1775,14.8985,11.418,519.24,81.9975,21.7128,82.2825,9.535,0.1652,0.2181,85.2225,85.0425,148.6575,518.45
489.83,539,4.1,85.7141,84.5775,0.2438,145.684,83.5125,12.307,0.2326,33.005,65.6103,-15.183,14.8985,11.412,519.21,82.0275,21.7127,82.3275,9.535,0.1652,0.2181,85.1775,85.0125,148.6575,518.42
489.83,539,4.1,85.7172,84.5775,0.2438,145.684,83.5125,12.307,0.2326,33.005,65.6109,-15.183,14.9071,11.412,519.21,82.0275,21.7126,82.3275,9.535,0.1652,0.2181,85.1775,85.0125,148.6575,518.42
489.8,538.92,4.111,85.7355,84.5025,0.2438,145.684,83.475,12.306,0.2326,33,65.5609,-15.194,14.9074,11.4,519.09,82.02,21.7126,82.3425,9.536,0.1652,0.2183,85.2525,84.9975,148.6575,518.42
489.8,538.88,4.114,85.7429,84.465,0.2438,145.695,83.49,12.308,0.2326,33,65.5609,-15.2105,14.9077,11.394,519.06,82.0125,21.7125,82.2975,9.537,0.1652,0.2183,85.29,85.005,148.6687,518.42
489.8,538.8,4.113,85.7505,84.5025,0.2438,145.695,83.4975,12.308,0.2326,33,65.5609,-15.227,14.908,11.394,519.03,82.05,21.7124,82.305,9.538,0.1653,0.2183,85.29,84.975,148.6687,518.42
489.8,538.76,4.112,85.7619,84.5325,0.2438,145.695,83.46,12.308,0.2326,32.995,65.5102,-15.2325,14.9082,11.382,518.97,82.0875,21.7123,82.2525,9.538,0.1653,0.2183,85.29,84.9675,148.6687,518.42
489.8,538.72,4.111,85.7698,84.54,0.2439,145.695,83.475,12.308,0.2326,32.995,65.5096,-15.249,14.8999,11.37,518.94,82.0425,21.7122,82.23,9.539,0.1653,0.2183,85.275,84.9825,148.6687,518.39
489.77,538.68,4.112,85.7778,84.51,0.2438,145.695,83.5275,12.307,0.2326,32.995,65.509,-15.26,14.8999,11.376,518.91,82.0725,21.7122,82.2675,9.539,0.1653,0.2183,85.2675,85.005,148.6687,518.39
489.77,538.64,4.11,85.786,84.495,0.2438,145.695,83.565,12.305,0.2326,32.995,65.5084,-15.26,14.9085,11.376,518.88,82.0575,21.7121,82.2675,9.539,0.1653,0.2182,85.29,85.065,148.6687,518.39
489.77,538.64,4.11,85.7905,84.495,0.2438,145.695,83.565,12.305,0.2326,32.995,65.5077,-15.26,14.9088,11.376,518.88,82.0575,21.712,82.2675,9.539,0.1653,0.2182,85.29,85.065,148.6687,518.39
489.77,538.6,4.107,85.8026,84.54,0.2438,145.695,83.58,12.307,0.2326,32.99,65.4565,-15.271,14.9091,11.376,518.82,82.08,21.7119,82.275,9.54,0.1653,0.2182,85.3125,85.11,148.6687,518.39
489.77,538.56,4.107,85.8111,84.5025,0.2438,145.695,83.61,12.307,0.2326,32.99,65.4552,-15.282,14.9007,11.37,518.79,82.05,21.7119,82.2975,9.54,0.1653,0.2182,85.3275,85.155,148.6687,518.36
489.77,538.56,4.107,85.816,84.5025,0.2438,145.695,83.61,12.307,0.2326,32.99,65.454,-15.282,14.9007,11.37,518.79,82.05,21.7118,82.2975,9.54,0.1653,0.2182,85.3275,85.155,148.6687,518.36
489.74,538.56,4.107,85.8246,84.5325,0.2438,145.706,83.64,12.307,0.2326,32.985,65.4021,-15.2875,14.9007,11.364,518.76,82.005,21.7117,82.26,9.541,0.1653,0.2182,85.35,85.1625,148.6687,518.36
489.74,538.52,4.108,85.8334,84.525,0.2438,145.706,83.64,12.306,0.2326,32.985,65.4003,-15.2985,14.9007,11.352,518.73,81.99,21.7116,82.23,9.541,0.1653,0.2183,85.3875,85.2,148.68,518.36
489.74,538.48,4.108,85.8385,84.555,0.2438,145.706,83.67,12.305,0.2326,32.985,65.3984,-15.304,14.9007,11.376,518.73,82.005,21.7116,82.245,9.541,0.1653,0.2182,85.3575,85.2225,148.68,518.33
489.74,538.48,4.107,85.8474,84.6075,0.2438,145.706,83.6325,12.305,0.2326,32.985,65.3965,-15.304,14.9007,11.376,518.7,81.99,21.7115,82.2525,9.541,0.1653,0.2182,85.365,85.17,148.68,518.33
489.71,538.44,4.108,85.8527,84.6375,0.2438,145.706,83.61,12.305,0.2326,32.98,65.344,-15.304,14.9007,11.376,518.7,81.9375,21.7114,82.2225,9.542,0.1653,0.2183,85.395,85.1925,148.68,518.33
489.71,538.44,4.11,85.8579,84.6825,0.2438,145.706,83.6325,12.304,0.2326,32.98,65.3415,-15.3095,14.9007,11.388,518.7,81.9075,21.7113,82.26,9.542,0.1653,0.2183,85.335,85.2225,148.68,518.33
489.71,538.44,4.111,85.8594,84.675,0.2438,145.706,83.6475,12.304,0.2326,32.98,65.339,-15.304,14.9007,11.394,518.73,81.9,21.7113,82.29,9.542,0.1653,0.2183,85.3425,85.2375,148.68,518.33
489.71,538.48,4.114,85.8646,84.7125,0.2438,145.706,83.655,12.304,0.2326,32.98,65.3365,-15.304,14.9007,11.4,518.73,81.915,21.7112,82.29,9.542,0.1653,0.2183,85.3875,85.2,148.68,518.3
489.71,538.48,4.116,85.8697,84.6525,0.2438,145.706,83.6175,12.304,0.2326,32.98,65.334,-15.304,14.9007,11.4,518.73,81.9675,21.7111,82.2675,9.542,0.1653,0.2184,85.4175,85.2225,148.68,518.3
489.68,538.48,4.12,85.8711,84.675,0.2438,145.706,83.61,12.304,0.2326,32.975,65.2808,-15.3095,14.8921,11.406,518.76,81.9975,21.711,82.305,9.542,0.1653,0.2184,85.4475,85.245,148.68,518.3
489.68,538.48,4.123,85.8761,84.66,0.2438,145.706,83.5725,12.303,0.2326,32.975,65.2777,-15.3095,14.8918,11.406,518.76,82.0125,21.7109,82.29,9.542,0.1653,0.2185,85.4175,85.2075,148.68,518.3
489.68,538.52,4.125,85.8773,84.66,0.2438,145.706,83.6025,12.303,0.2326,32.975,65.2746,-15.3095,14.8916,11.412,518.79,81.975,21.7109,82.2825,9.542,0.1653,0.2185,85.365,85.245,148.68,518.3
489.68,538.52,4.125,85.8822,84.66,0.2438,145.706,83.6025,12.303,0.2326,32.975,65.2715,-15.3095,14.8999,11.412,518.79,81.975,21.7108,82.2825,9.542,0.1653,0.2185,85.365,85.245,148.68,518.3
489.68,538.52,4.125,85.8871,84.66,0.2438,145.706,83.6025,12.303,0.2326,32.975,65.2683,-15.3095,14.8999,11.412,518.79,81.975,21.7107,82.2825,9.542,0.1653,0.2185,85.365,85.245,148.68,518.3
489.68,538.52,4.125,85.892,84.66,0.2438,145.706,83.6025,12.303,0.2326,32.975,65.2652,-15.3095,14.8999,11.412,518.79,81.975,21.7106,82.2825,9.542,0.1653,0.2185,85.365,85.245,148.68,518.3
489.68,538.52,4.125,85.8969,84.66,0.2438,145.706,83.6025,12.303,0.2326,32.975,65.2621,-15.3095,14.8999,11.412,518.79,81.975,21.7106,82.2825,9.542,0.1653,0.2185,85.365,85.245,148.68,518.3
489.68,538.56,4.13,85.898,84.6225,0.2438,145.706,83.61,12.301,0.2325,32.975,65.2589,-15.2985,14.8999,11.424,518.82,81.99,21.7105,82.32,9.542,0.1653,0.2185,85.2975,85.17,148.68,518.27
489.65,538.56,4.131,85.899,84.6375,0.2438,145.706,83.565,12.302,0.2325,32.975,65.2558,-15.2985,14.8999,11.43,518.85,81.9675,21.7257,82.3425,9.541,0.1653,0.2186,85.335,85.1925,148.68,518.27
489.65,538.6,4.133,85.8999,84.675,0.2438,145.706,83.55,12.302,0.2325,32.975,65.2527,-15.2985,14.8999,11.43,518.88,81.93,21.7261,82.2975,9.541,0.1653,0.2186,85.365,85.2075,148.68,518.27
489.65,538.64,4.136,85.9007,84.7125,0.2438,145.706,83.5275,12.302,0.2325,32.975,65.2496,-15.2985,14.8999,11.436,518.91,81.93,21.7265,82.2675,9.541,0.1653,0.2186,85.3575,85.2,148.68,518.27
489.65,538.64,4.136,85.9051,84.7125,0.2438,145.706,83.5275,12.302,0.2325,32.975,65.2464,-15.2985,14.8913,11.436,518.91,81.93,21.7269,82.2675,9.541,0.1653,0.2186,85.3575,85.2,148.68,518.27
489.65,538.68,4.141,85.902,84.705,0.2438,145.706,83.55,12.302,0.2325,32.975,65.2433,-15.293,14.891,11.46,518.97,81.885,21.7274,82.26,9.541,0.1653,0.2187,85.3125,85.23,148.68,518.24
489.65,538.68,4.141,85.9061,84.705,0.2438,145.706,83.55,12.302,0.2325,32.975,65.2402,-15.293,14.8993,11.46,518.97,81.885,21.7278,82.26,9.541,0.1653,0.2187,85.3125,85.23,148.68,518.24
489.62,538.76,4.145,85.9028,84.6375,0.2437,145.706,83.55,12.3,0.2325,32.975,65.237,-15.271,14.8993,11.484,519.03,81.9225,21.7129,82.2525,9.54,0.1653,0.2188,85.2975,85.1325,148.68,518.24
489.62,538.8,4.149,85.8992,84.6075,0.2437,145.706,83.5875,12.301,0.2325,32.975,65.2339,-15.2655,14.8907,11.496,519.09,81.96,21.7128,82.2975,9.54,0.1652,0.2188,85.3425,85.1025,148.68,518.24
489.62,538.84,4.153,85.8954,84.6,0.2437,145.706,83.625,12.301,0.2324,32.975,65.2308,-15.26,14.8905,11.52,519.15,81.915,21.7128,82.335,9.539,0.1652,0.2188,85.35,85.125,148.68,518.24
489.62,538.88,4.157,85.895,84.5775,0.2437,145.706,83.61,12.3,0.2324,32.975,65.2277,-15.2435,14.8902,11.538,519.18,81.9525,21.7127,82.3275,9.539,0.1652,0.2189,85.3125,85.11,148.68,518.24
489.62,538.88,4.157,85.8983,84.5775,0.2437,145.706,83.61,12.3,0.2324,32.975,65.2245,-15.2435,14.8985,11.538,519.18,81.9525,21.7126,82.3275,9.539,0.1652,0.2189,85.3125,85.11,148.68,518.24
489.62,539.04,4.167,85.8829,84.57,0.2436,145.706,83.55,12.3,0.2324,32.975,65.2214,-15.2105,14.8985,11.592,519.33,81.93,21.7125,82.26,9.537,0.1652,0.219,85.3125,85.11,148.68,518.21
489.62,539.04,4.167,85.8856,84.57,0.2436,145.706,83.55,12.3,0.2324,32.975,65.2183,-15.2105,14.8985,11.592,519.33,81.93,21.7125,82.26,9.537,0.1652,0.219,85.3125,85.11,148.68,518.21
489.62,539.2,4.181,85.8657,84.63,0.2435,145.706,83.535,12.301,0.2323,32.98,65.2658,-15.183,14.8985,11.646,519.51,81.9375,21.7124,82.32,9.536,0.1651,0.2191,85.2675,85.065,148.68,518.21
489.62,539.28,4.189,85.8565,84.6,0.2435,145.706,83.5725,12.301,0.2323,32.98,65.2633,-15.161,14.8899,11.676,519.6,81.9225,21.7276,82.3125,9.535,0.1651,0.2192,85.2675,85.11,148.68,518.21
489.62,539.36,4.198,85.8468,84.555,0.2435,145.706,83.5875,12.301,0.2323,32.98,65.2608,-15.1445,14.8896,11.706,519.69,81.8925,21.728,82.275,9.534,0.1651,0.2193,85.2825,85.1475,148.68,518.21
489.62,539.36,4.198,85.848,84.555,0.2435,145.706,83.5875,12.301,0.2323,32.98,65.2583,-15.1445,14.898,11.706,519.69,81.8925,21.7284,82.275,9.534,0.1651,0.2193,85.2825,85.1475,148.68,518.21
489.62,539.56,4.217,85.823,84.5775,0.2434,145.706,83.5125,12.299,0.2322,32.98,65.2558,-15.095,14.898,11.766,519.9,81.885,21.7135,82.2675,9.532,0.1651,0.2195,85.305,85.1025,148.6687,518.21
489.62,539.68,4.227,85.8084,84.555,0.2434,145.695,83.4975,12.299,0.2322,32.985,65.3039,-15.073,14.898,11.79,520.02,81.915,21.7135,82.2825,9.531,0.165,0.2197,85.3125,85.065,148.6687,518.21
489.62,539.8,4.236,85.797,84.5325,0.2434,145.695,83.5275,12.301,0.2321,32.985,65.302,-15.0565,14.898,11.814,520.11,81.9525,21.7134,82.2825,9.529,0.165,0.2198,85.3275,85.11,148.6687,518.21
489.62,539.92,4.247,85.7815,84.51,0.2434,145.695,83.505,12.301,0.2321,32.99,65.3508,-15.04,14.8893,11.838,520.23,81.96,21.7133,82.305,9.528,0.165,0.2199,85.2975,85.0725,148.6687,518.21
489.62,540.04,4.256,85.7656,84.54,0.2434,145.695,83.5125,12.301,0.2321,32.99,65.3495,-15.0235,14.8891,11.862,520.35,81.93,21.7132,82.335,9.527,0.165,0.22,85.275,85.0425,148.6687,518.21
489.62,540.16,4.266,85.7529,84.54,0.2434,145.695,83.4675,12.301,0.2321,32.99,65.3483,-15.007,14.8888,11.88,520.44,81.9675,21.7132,82.2975,9.526,0.165,0.2201,85.2825,85.035,148.6687,518.21
489.62,540.16,4.266,85.7511,84.54,0.2434,145.695,83.4675,12.301,0.2321,32.99,65.347,-15.007,14.8971,11.88,520.44,81.9675,21.7131,82.2975,9.526,0.165,0.2201,85.2825,85.035,148.6687,518.21
489.62,540.28,4.275,85.7343,84.5475,0.2433,145.684,83.4375,12.299,0.2321,32.995,65.3964,-14.9795,14.8971,11.898,520.56,81.93,21.713,82.2825,9.525,0.165,0.2202,85.245,85.065,148.6575,518.21
489.62,540.48,4.29,85.7057,84.5025,0.2433,145.684,83.415,12.301,0.2321,33,65.4464,-14.952,14.8971,11.916,520.77,81.8925,21.7129,82.3125,9.523,0.1649,0.2203,85.2075,85.125,148.6575,518.24
489.62,540.48,4.29,85.7026,84.5025,0.2433,145.684,83.415,12.301,0.2321,33,65.4464,-14.952,14.8971,11.916,520.77,81.8925,21.7129,82.3125,9.523,0.1649,0.2203,85.2075,85.125,148.6575,518.24
489.62,540.68,4.302,85.6807,84.495,0.2433,145.684,83.445,12.301,0.2321,33.005,65.497,-14.9355,14.8971,11.91,520.92,81.945,21.7128,82.2825,9.522,0.1649,0.2204,85.2225,85.1025,148.6575,518.24
489.65,540.76,4.306,85.6695,84.48,0.2433,145.673,83.4075,12.301,0.2321,33.005,65.4977,-14.93,14.8971,11.904,520.98,81.915,21.7127,82.2825,9.521,0.1649,0.2205,85.2375,85.1025,148.6462,518.24
489.65,540.76,4.306,85.6655,84.48,0.2433,145.673,83.4075,12.301,0.2321,33.005,65.4983,-14.93,14.8971,11.904,520.98,81.915,21.7126,82.2825,9.521,0.1649,0.2205,85.2375,85.1025,148.6462,518.24
489.65,540.88,4.311,85.6503,84.4575,0.2434,145.673,83.3925,12.301,0.2321,33.01,65.5495,-14.93,14.8971,11.868,521.07,81.885,21.7126,82.245,9.521,0.1649,0.2205,85.335,85.17,148.6462,518.27
489.65,540.92,4.311,85.6416,84.48,0.2434,145.673,83.355,12.301,0.2321,33.015,65.6014,-14.9355,14.8971,11.802,521.07,81.885,21.7125,82.245,9.521,0.1649,0.2205,85.29,85.1175,148.6462,518.27
489.65,540.92,4.308,85.6416,84.5025,0.2434,145.673,83.3925,12.301,0.2322,33.015,65.6033,-14.941,14.8971,11.802,521.07,81.8625,21.7124,82.26,9.521,0.1649,0.2204,85.26,85.1025,148.6462,518.27
489.68,540.92,4.304,85.6411,84.495,0.2434,145.673,83.415,12.301,0.2322,33.02,65.6558,-14.952,14.8971,11.76,521.04,81.9,21.7123,82.2675,9.522,0.165,0.2204,85.2675,85.1475,148.6462,518.27
489.68,540.88,4.297,85.6366,84.5025,0.2435,145.673,83.4375,12.302,0.2323,33.02,65.6583,-14.974,14.8971,11.712,521.01,81.93,21.7122,82.26,9.523,0.165,0.2203,85.2225,85.17,148.6462,518.3
489.68,540.88,4.297,85.6366,84.5025,0.2435,145.673,83.4375,12.302,0.2323,33.02,65.6608,-14.974,14.8971,11.712,521.01,81.93,21.7122,82.26,9.523,0.165,0.2203,85.2225,85.17,148.6462,518.3
489.68,540.84,4.288,85.6437,84.4725,0.2436,145.662,83.445,12.302,0.2323,33.02,65.6633,-14.996,14.8971,11.652,520.92,81.9225,21.7121,82.2975,9.524,0.165,0.2201,85.2075,85.14,148.635,518.3
489.68,540.76,4.277,85.6856,84.45,0.2437,145.662,83.475,12.302,0.2324,33.025,65.7164,-15.0235,14.8971,11.424,520.53,81.945,21.712,82.305,9.525,0.1651,0.22,85.185,85.095,148.635,518.3
489.68,540.52,4.244,85.6856,84.4875,0.2438,145.673,83.46,12.302,0.2326,33.025,65.7195,-15.0895,14.8971,11.424,520.53,81.9825,21.7119,82.305,9.528,0.1651,0.2196,85.2375,85.0425,148.6462,518.3
489.71,540.32,4.224,85.7348,84.4575,0.2439,145.673,83.4825,12.303,0.2327,33.025,65.7226,-15.1335,14.8971,11.25,520.11,82.02,21.7119,82.29,9.53,0.1652,0.2193,85.245,85.08,148.6462,518.3
489.71,540.12,4.2,85.7348,84.4575,0.244,145.673,83.5275,12.303,0.2327,33.025,65.7258,-15.1775,14.8971,11.25,520.11,81.9975,21.7118,82.29,9.533,0.1652,0.219,85.245,85.0575,148.6462,518.33
489.71,539.88,4.171,85.7607,84.465,0.244,145.673,83.475,12.303,0.2327,33.02,65.6783,-15.2215,14.8971,11.25,519.9,82.005,21.7117,82.275,9.535,0.1652,0.2185,85.23,85.08,148.6462,518.33
