PRCA1101B.PV,PI_1136.PV,TI1116A.PV,TI_1142.PV,TI_1149A.PV,FIC_1127.PV,TDRCA1117A.OUT,TI_1152A.PV,PDR1103.PV,TI1105A.PV,TI_1140.PV,TRA1401A.PV,PI_1134.PV,TIA1114.PV,TI1111.PV,PI_1138A.PV,PDI_1138.OUT,TI1115A.PV,TI1135.PV,TRCA1130.PV,PDRCA1109.PV,FRC1102.PV,PI_1180.PV,PRA1102.PV,FRSA1101.PV,PR1401.PV,TI_1150A.PV,TI_1151A.PV,PI_1132A.PV,TIC_1101.PV,PDI_1132.OUT,FIC_1121.PV,PDRA1102.OUT,WR1104.PV,TI_1146.PV,PR1102A.PV,PIK1101A.OUT,PDR1106.PV,TIC_1155.PV,TI1117A.PV,PDR1401.PV
0.15003,0.24394,516.450012,516.440002,516.98999,599.820007,3.349976,589.940002,9.455,536.76001,213.139999,661.599976,0.12098,661.599976,486,0.1183,4.4,669.950012,330.899994,213.139999,54.119999,999,0.20072,0.113895,171.037994,0.15003,516.98999,516.98999,0.16335,516.98999,45.610004,345.089996,72.090004,145.672989,685.959961,0.18981,52.219654,3.831,589.940002,676.5,12.283
0.15003,0.24394,516.450012,516.440002,516.98999,599.820007,3.349976,589.940002,9.455,536.76001,213.139999,661.599976,0.12098,661.599976,486,0.1183,4.4,669.950012,330.899994,213.139999,54.119999,999,0.20072,0.113895,171.037994,0.15003,516.98999,516.98999,0.16335,516.98999,45.610004,345.089996,72.090004,145.672989,685.959961,0.18981,52.219933,3.831,589.940002,676.5,12.283
0.15003,0.24394,516.399963,516.440002,516.929993,599.940002,3.349976,589.940002,9.458,536.679993,213.139999,661.599976,0.12104,661.599976,485.954987,0.11835,4.409999,670,330.899994,213.139999,54.029999,999,0.20088,0.11394,171.597992,0.15003,516.929993,516.929993,0.16345,516.929993,45.670002,345.089996,72.119995,145.672989,685.959961,0.1899,52.220211,3.837,589.940002,676.5,12.283
0.15006,0.24396,516.399963,516.409973,516.690002,599.76001,3.299988,589.940002,9.465,536.47998,213.119995,661.599976,0.1212,661.599976,485.954987,0.118525,4.404999,670,330.850006,213.119995,53.615997,999,0.20136,0.114135,171.737991,0.15006,516.690002,516.690002,0.16375,516.690002,45.769997,345.059998,72.360001,145.672989,685.959961,0.19032,52.229099,3.843,589.940002,676.549988,12.281
0.15006,0.24396,516.399963,516.409973,516.539978,599.700012,3.299988,589.940002,9.471,536.359985,213.119995,661.599976,0.12132,661.599976,485.954987,0.11865,4.390001,670,330.850006,213.119995,53.351997,999,0.2016,0.114255,171.877991,0.15006,516.539978,516.539978,0.16385,516.539978,45.749992,345.029999,72.480011,145.672989,686,0.19059,52.229656,3.85,589.940002,676.549988,12.281
0.15006,0.24396,516.349976,516.380005,516.390015,599.579956,3.299988,589.940002,9.478,536.200012,213.119995,661.599976,0.12148,661.599976,485.909973,0.1188,4.380002,670,330.850006,213.119995,53.051998,998.399963,0.20192,0.11442,171.905991,0.15006,516.390015,516.390015,0.163825,516.390015,45.584991,345,72.659996,145.672989,686,0.19089,52.230213,3.847,589.940002,676.549988,12.281
0.15003,0.24396,516.349976,516.380005,516.209961,599.579956,3.299988,589.940002,9.487,536.039978,213.119995,661.599976,0.12162,661.599976,485.909973,0.11895,4.369997,670,330.799988,213.119995,52.757999,998.399963,0.20224,0.114585,172.003998,0.15003,516.209961,516.209961,0.163675,516.209961,45.294998,344.970001,72.810005,145.68399,686,0.19119,52.22216,3.833,589.940002,676.549988,12.282
0.15003,0.24396,516.349976,516.349976,516.029968,599.519958,3.299988,589.940002,9.495999,535.880005,213.119995,661.599976,0.12176,661.599976,485.909973,0.1191,4.379995,670,330.799988,213.119995,52.559998,998.399963,0.20248,0.11472,172.07399,0.15003,516.029968,516.029968,0.163425,516.029968,44.924995,344.940002,72.900002,145.68399,686,0.1914,52.222439,3.809,589.940002,676.549988,12.283
0.15003,0.24396,516.349976,516.349976,515.880005,599.519958,3.299988,589.940002,9.504,535.679993,213.119995,661.599976,0.12186,661.599976,485.86499,0.119175,4.374996,670,330.799988,213.119995,52.463997,997.799988,0.20256,0.11481,172.199997,0.15003,515.880005,515.880005,0.1632,515.880005,44.639988,344.940002,72.930008,145.68399,686,0.19149,52.222717,3.779,589.940002,676.549988,12.283
0.15003,0.24396,516.299988,516.320007,515.700012,599.640015,3.299988,589.940002,9.511,535.47998,213.119995,661.649963,0.12192,661.649963,485.86499,0.11925,4.370004,670,330.799988,213.119995,52.374001,997.799988,0.20264,0.114885,172.269989,0.15003,515.700012,515.700012,0.1631,515.700012,44.479988,344.910004,72.959999,145.68399,686,0.19158,52.222996,3.753,589.940002,676.549988,12.283999
0.15003,0.24396,516.299988,516.289978,515.549988,599.76001,3.299988,589.940002,9.517,535.320007,213.119995,661.649963,0.12198,661.649963,485.86499,0.119325,4.385002,670,330.799988,213.119995,52.289997,998.399963,0.20272,0.114945,172.437988,0.15003,515.549988,515.549988,0.16325,515.549988,44.57,344.910004,72.989998,145.68399,686,0.19167,52.223274,3.742,589.940002,676.549988,12.282
0.15003,0.24396,516.25,516.289978,515.399963,599.700012,3.299988,589.940002,9.521999,535.159973,213.119995,661.649963,0.12204,661.649963,485.819977,0.119375,4.374996,670,330.799988,213.119995,52.211998,998.399963,0.2028,0.11499,172.437988,0.15003,515.399963,515.399963,0.163475,515.399963,44.714996,344.910004,72.990005,145.694992,686,0.19173,52.223553,3.747,589.940002,676.549988,12.282
0.15003,0.24396,516.25,516.26001,515.279968,599.700012,3.299988,589.940002,9.526999,535.039978,213.119995,661.649963,0.12208,661.649963,485.819977,0.119425,4.385002,670,330.799988,213.119995,52.163998,998.399963,0.20288,0.115035,172.493988,0.15003,515.279968,515.279968,0.1637,515.279968,44.880001,344.880005,72.989998,145.694992,686,0.19179,52.223831,3.761,589.940002,676.549988,12.282
0.15003,0.24396,516.25,516.26001,515.159973,599.700012,3.349976,589.940002,9.531,534.880005,213.119995,661.649963,0.12212,661.649963,485.819977,0.11945,4.369997,670,330.75,213.119995,52.121998,998.399963,0.20296,0.11508,172.507996,0.15003,515.159973,515.159973,0.163775,515.159973,44.914997,344.880005,72.959999,145.694992,686,0.19182,52.22411,3.776,589.940002,676.549988,12.282
0.15003,0.24396,516.200012,516.22998,515.070007,599.700012,3.349976,589.940002,9.533999,534.76001,213.119995,661.649963,0.12214,661.649963,485.774994,0.119475,4.375003,670,330.75,213.119995,52.127998,998.399963,0.20296,0.115095,172.550003,0.15003,515.070007,515.070007,0.163725,515.070007,44.86499,344.880005,72.959999,145.694992,686,0.19182,52.224388,3.778,589.940002,676.549988,12.282
0.15003,0.24396,516.200012,516.200012,515.01001,599.700012,3.349976,589.940002,9.537,534.679993,213.119995,661.649963,0.12216,661.649963,485.774994,0.119475,4.375003,670,330.75,213.119995,52.133999,998.399963,0.20296,0.11511,172.578003,0.15003,515.01001,515.01001,0.163675,515.01001,44.794998,344.880005,72.959999,145.705994,686,0.19182,52.224667,3.772,589.940002,676.549988,12.282
0.15006,0.24396,516.200012,516.200012,514.919983,599.820007,3.349976,589.940002,9.539,534.599976,213.099991,661.649963,0.12216,661.649963,485.72998,0.1195,4.379995,670,330.75,213.099991,52.146,998.399963,0.20296,0.115125,172.591995,0.15006,514.919983,514.919983,0.16375,514.919983,44.869995,344.880005,72.929993,145.705994,686,0.19182,52.233555,3.768,589.940002,676.549988,12.282
0.15006,0.24396,516.149963,516.169983,514.890015,599.820007,3.349976,589.940002,9.540999,534.519958,213.099991,661.649963,0.12216,661.649963,485.72998,0.1195,4.379995,670,330.75,213.099991,52.152,999,0.20296,0.115125,172.619995,0.15006,514.890015,514.890015,0.1639,514.890015,45,344.880005,72.899994,145.705994,686,0.19179,52.234112,3.772,589.940002,676.549988,12.282
0.15006,0.24396,516.149963,516.140015,514.859985,599.820007,3.349976,589.940002,9.543,534.47998,213.099991,661.649963,0.12218,661.649963,485.684998,0.1195,4.359998,670,330.799988,213.099991,52.157997,999,0.20296,0.11514,172.662003,0.15006,514.859985,514.859985,0.164075,514.859985,45.155003,344.880005,72.870003,145.705994,686,0.19179,52.234669,3.784,589.940002,676.549988,12.283
0.15003,0.24396,516.099976,516.109985,514.830017,599.820007,3.349976,589.940002,9.544,534.440002,213.099991,661.649963,0.12218,661.649963,485.684998,0.119525,4.385002,670,330.799988,213.099991,52.152,999,0.20296,0.11514,172.703995,0.15003,514.830017,514.830017,0.164225,514.830017,45.285,344.880005,72.839996,145.705994,686,0.19179,52.226616,3.797,589.940002,676.549988,12.283
0.15003,0.24396,516.099976,516.109985,514.799988,599.820007,3.349976,589.940002,9.545,534.399963,213.099991,661.649963,0.1222,661.649963,485.684998,0.119525,4.365005,670,330.799988,213.099991,52.133999,999,0.20296,0.115155,172.746002,0.15003,514.799988,514.799988,0.164325,514.799988,45.364998,344.880005,72.869995,145.705994,686.039978,0.19182,52.226894,3.808,589.940002,676.549988,12.285
0.15003,0.24396,516.049988,516.080017,514.769958,599.820007,3.349976,589.940002,9.547,534.399963,213.099991,661.649963,0.12222,661.649963,485.639984,0.11955,4.369997,670,330.799988,213.099991,52.104,999,0.20296,0.11517,172.787994,0.15003,514.769958,514.769958,0.1644,514.769958,45.400002,344.850006,72.870003,145.705994,686.039978,0.19185,52.227173,3.815,589.940002,676.549988,12.283999
0.15003,0.24394,516.049988,516.049988,514.769958,599.940002,3.349976,589.940002,9.547999,534.359985,213.099991,661.649963,0.12224,661.649963,485.639984,0.119575,4.374996,670,330.799988,213.099991,52.062,999,0.20304,0.1152,172.815994,0.15003,514.769958,514.769958,0.16445,514.769958,45.429989,344.850006,72.870003,145.716995,686.039978,0.19188,52.227451,3.818,589.940002,676.549988,12.283999
0.15003,0.24394,516.049988,516.049988,514.73999,599.940002,3.349976,589.940002,9.55,534.359985,213.099991,661.649963,0.12226,661.649963,485.595001,0.1196,4.359998,670,330.799988,213.099991,52.001999,999,0.20312,0.11523,172.886002,0.15003,514.73999,514.73999,0.1645,514.73999,45.439995,344.850006,72.900002,145.716995,686.039978,0.19194,52.22773,3.82,589.940002,676.549988,12.283
0.15003,0.24394,516,516.019958,514.709961,599.940002,3.349976,589.940002,9.552,534.320007,213.099991,661.649963,0.1223,661.649963,485.595001,0.11965,4.390001,670,330.75,213.099991,51.93,999,0.2032,0.115275,172.899994,0.15003,514.709961,514.709961,0.164575,514.709961,45.474998,344.850006,72.899994,145.716995,686.039978,0.192,52.228008,3.822,589.940002,676.549988,12.283
0.15003,0.24394,516,515.98999,514.709961,599.880005,3.349976,589.940002,9.554999,534.320007,213.099991,661.649963,0.12234,661.649963,485.549988,0.119675,4.354999,670,330.75,213.099991,51.857998,998.399963,0.2032,0.11532,172.914001,0.15003,514.709961,514.709961,0.164625,514.709961,45.484989,344.850006,72.960007,145.716995,686.039978,0.19209,52.228287,3.824,589.940002,676.549988,12.283
0.15003,0.24394,515.950012,515.959961,514.679993,599.880005,3.349976,589.940002,9.557,534.279968,213.099991,661.649963,0.12238,661.649963,485.549988,0.119725,4.364997,670.049988,330.75,213.099991,51.785999,998.399963,0.20328,0.115365,172.927994,0.15003,514.679993,514.679993,0.164675,514.679993,45.494995,344.819977,72.959999,145.716995,686.039978,0.19215,52.228565,3.825,589.940002,676.549988,12.282
0.15003,0.24394,515.950012,515.959961,514.649963,599.820007,3.299988,589.940002,9.559999,534.23999,213.080002,661.649963,0.12242,661.649963,485.504974,0.119775,4.374996,670.049988,330.75,213.080002,51.719997,998.399963,0.20336,0.115395,172.927994,0.15003,514.649963,514.649963,0.164675,514.649963,45.455002,344.819977,72.989998,145.716995,686.039978,0.19221,52.228844,3.825,589.940002,676.599976,12.282
0.15003,0.24394,515.899963,515.929993,514.649963,599.820007,3.299988,589.940002,9.563,534.23999,213.080002,661.649963,0.12246,661.649963,485.504974,0.1198,4.379995,670.049988,330.75,213.080002,51.702,999,0.20336,0.115425,172.927994,0.15003,514.649963,514.649963,0.16465,514.649963,45.409992,344.819977,72.960007,145.716995,686.039978,0.19221,52.229122,3.823,589.940002,676.599976,12.282
0.15003,0.24394,515.899963,515.899963,514.649963,599.820007,3.299988,589.940002,9.565,534.23999,213.080002,661.649963,0.12246,661.649963,485.504974,0.1198,4.359998,670.049988,330.75,213.080002,51.708,999,0.20336,0.11544,172.899994,0.15003,514.649963,514.649963,0.164625,514.649963,45.36499,344.819977,72.960007,145.716995,686.039978,0.19221,52.229401,3.819,589.940002,676.599976,12.282
0.15003,0.24394,515.899963,515.899963,514.679993,600,3.299988,589.940002,9.566,534.23999,213.080002,661.649963,0.12246,661.649963,485.459991,0.1198,4.359998,670.049988,330.75,213.080002,51.737999,999,0.20336,0.11544,172.843994,0.15003,514.679993,514.679993,0.164675,514.679993,45.415001,344.819977,72.930008,145.716995,686.039978,0.19218,52.229679,3.816,589.940002,676.599976,12.282
0.15,0.24392,515.849976,515.869995,514.709961,600.059998,3.299988,589.907471,9.566999,534.23999,213.080002,661.649963,0.12244,661.649963,485.459991,0.119775,4.354999,670.049988,330.699982,213.080002,51.821999,999,0.20328,0.11541,172.802002,0.15,514.709961,514.709961,0.164725,514.709961,45.484989,344.819977,72.870003,145.716995,686.039978,0.19209,52.221348,3.82,589.907471,676.599976,12.282
0.15,0.24392,515.849976,515.839966,514.769958,599.940002,3.299988,589.907471,9.566,534.279968,213.080002,661.649963,0.12242,661.649963,485.414978,0.11975,4.370004,670.049988,330.699982,213.080002,51.911999,999,0.20312,0.11538,172.774002,0.15,514.769958,514.769958,0.1648,514.769958,45.580006,344.819977,72.779999,145.716995,686.039978,0.192,52.221348,3.825,589.907471,676.599976,12.282
0.15,0.24392,515.799988,515.839966,514.830017,599.940002,3.299988,589.907471,9.565,534.359985,213.080002,661.649963,0.12238,661.649963,485.414978,0.1197,4.359998,670.049988,330.699982,213.080002,52.001999,999,0.20304,0.115335,172.774002,0.15,514.830017,514.830017,0.16495,514.830017,45.769997,344.819977,72.720001,145.716995,686.039978,0.19191,52.221348,3.835,589.907471,676.599976,12.281
0.15003,0.24392,515.799988,515.809998,514.890015,600,3.299988,589.907471,9.564,534.399963,213.080002,661.649963,0.12234,661.649963,485.369995,0.119675,4.374996,670.049988,330.699982,213.080002,52.085999,999.599976,0.20296,0.11529,172.718002,0.15003,514.890015,514.890015,0.165075,514.890015,45.914993,344.850006,72.690002,145.716995,686.039978,0.19185,52.229958,3.848,589.907471,676.599976,12.281
0.15003,0.24392,515.799988,515.779968,514.97998,600,3.350037,589.907471,9.561999,534.47998,213.080002,661.700012,0.1223,661.700012,485.369995,0.119625,4.384995,670.049988,330.699982,213.080002,52.169998,999.599976,0.20288,0.115245,172.690002,0.15003,514.97998,514.97998,0.165175,514.97998,46.054989,344.850006,72.630005,145.716995,686.039978,0.19176,52.230236,3.862,589.907471,676.599976,12.28
0.15003,0.24392,515.75,515.779968,515.070007,600.179993,3.350037,589.907471,9.559999,534.559998,213.080002,661.700012,0.12226,661.700012,485.369995,0.119575,4.374996,670.049988,330.699982,213.080002,52.253998,999.599976,0.2028,0.1152,172.662003,0.15003,515.070007,515.070007,0.1652,515.070007,46.119995,344.850006,72.599998,145.716995,686.039978,0.19167,52.230515,3.872,589.907471,676.599976,12.28
0.15,0.24392,515.75,515.75,515.159973,600.059998,3.350037,589.907471,9.558,534.679993,213.059998,661.700012,0.12222,661.700012,485.324982,0.11955,4.390001,670.049988,330.699982,213.059998,52.343998,999.599976,0.20272,0.115155,172.619995,0.15,515.159973,515.159973,0.16525,515.159973,46.209991,344.850006,72.539993,145.716995,686.079956,0.19158,52.222183,3.879,589.907471,676.599976,12.28
0.15,0.24392,515.75,515.75,515.279968,600.119995,3.350037,589.907471,9.554999,534.76001,213.059998,661.700012,0.12216,661.700012,485.324982,0.1195,4.4,670.049988,330.699982,213.059998,52.439999,999.599976,0.20256,0.115095,172.619995,0.15,515.279968,515.279968,0.1653,515.279968,46.300003,344.880005,72.510002,145.716995,686.079956,0.19149,52.222183,3.886,589.907471,676.599976,12.281
0.15,0.24392,515.700012,515.719971,515.369995,600.179993,3.350037,589.907471,9.552,534.880005,213.059998,661.700012,0.12212,661.700012,485.279999,0.119425,4.385002,670.049988,330.699982,213.059998,52.529999,999.599976,0.20248,0.11505,172.647995,0.15,515.369995,515.369995,0.16535,515.369995,46.409996,344.880005,72.419991,145.716995,686.079956,0.19137,52.222183,3.894,589.907471,676.599976,12.282
0.15,0.24392,515.700012,515.690002,515.48999,600.179993,3.350037,589.907471,9.549,535,213.059998,661.700012,0.12206,661.700012,485.279999,0.119375,4.395,670.049988,330.699982,213.059998,52.613998,999.599976,0.2024,0.11499,172.675995,0.15,515.48999,515.48999,0.165425,515.48999,46.525002,344.880005,72.419998,145.716995,686.079956,0.19131,52.222183,3.903,589.907471,676.599976,12.282
0.15,0.24392,515.700012,515.690002,515.609985,600.23999,3.350037,589.907471,9.546,535.119995,213.059998,661.700012,0.12202,661.700012,485.279999,0.119325,4.385002,670.049988,330.75,213.059998,52.691998,999.599976,0.20232,0.11493,172.746002,0.15,515.609985,515.609985,0.1655,515.609985,46.639999,344.910004,72.360001,145.716995,686.079956,0.19122,52.222183,3.913,589.907471,676.599976,12.28
0.15,0.24392,515.649963,515.659973,515.700012,600.23999,3.350037,589.907471,9.542,535.23999,213.059998,661.700012,0.12196,661.700012,485.234985,0.119275,4.395,670.049988,330.75,213.059998,52.757999,999.599976,0.20232,0.114885,172.802002,0.15,515.700012,515.700012,0.165575,515.700012,46.755001,344.910004,72.360008,145.716995,686.079956,0.19116,52.222183,3.923,589.907471,676.599976,12.28
0.15,0.24392,515.649963,515.659973,515.820007,600.23999,3.350037,589.907471,9.539,535.320007,213.059998,661.700012,0.12192,661.700012,485.234985,0.11925,4.409999,670.049988,330.75,213.059998,52.799999,999.599976,0.20224,0.11484,172.871994,0.15,515.820007,515.820007,0.16565,515.820007,46.869995,344.910004,72.330002,145.716995,686.079956,0.1911,52.222183,3.933,589.907471,676.599976,12.28
0.15,0.24392,515.649963,515.659973,515.909973,600.119995,3.350037,589.907471,9.537,535.440002,213.059998,661.700012,0.1219,661.700012,485.234985,0.119225,4.404999,670.049988,330.75,213.059998,52.823997,1000.199951,0.20224,0.11481,172.942001,0.15,515.909973,515.909973,0.165725,515.909973,46.964996,344.910004,72.360001,145.716995,686.079956,0.1911,52.222183,3.942,589.907471,676.599976,12.28
0.15,0.24392,515.599976,515.630005,515.969971,600.119995,3.350037,589.907471,9.533999,535.519958,213.059998,661.700012,0.12188,661.700012,485.234985,0.1192,4.4,670.049988,330.75,213.059998,52.817997,1000.199951,0.20224,0.114795,173.026001,0.15,515.969971,515.969971,0.165775,515.969971,47.035,344.940002,72.360001,145.716995,686.079956,0.1911,52.222183,3.949,589.907471,676.599976,12.28
0.15,0.24392,515.599976,515.630005,516.029968,600.119995,3.350037,589.907471,9.533,535.599976,213.059998,661.700012,0.12188,661.700012,485.190002,0.1192,4.419997,670.049988,330.75,213.059998,52.787998,999.599976,0.20232,0.114795,173.054001,0.15,516.029968,516.029968,0.1658,516.029968,47.05999,344.940002,72.389999,145.705994,686.079956,0.19113,52.222183,3.954,589.907471,676.599976,12.278999
0.15,0.24392,515.599976,515.599976,516.089966,600.059998,3.350037,589.907471,9.532,535.679993,213.059998,661.700012,0.12188,661.700012,485.190002,0.1192,4.4,670.049988,330.75,213.059998,52.727997,999.599976,0.2024,0.114795,173.095993,0.15,516.089966,516.089966,0.16585,516.089966,47.09,344.940002,72.450005,145.705994,686.079956,0.19119,52.222183,3.957,589.907471,676.599976,12.278999
0.15,0.24392,515.599976,515.599976,516.149963,600.059998,3.350037,589.907471,9.532,535.719971,213.059998,661.700012,0.12192,661.700012,485.190002,0.119225,4.404999,670.049988,330.75,213.059998,52.649998,999.599976,0.20248,0.114825,173.110001,0.15,516.149963,516.149963,0.16585,516.149963,47.069996,344.910004,72.479996,145.705994,686.079956,0.19125,52.222183,3.959,589.907471,676.599976,12.278999
0.15,0.24392,515.549988,515.570007,516.179993,600,3.350037,589.907471,9.533,535.76001,213.059998,661.700012,0.12196,661.700012,485.190002,0.119275,4.414998,670.099976,330.699982,213.059998,52.542,999.599976,0.20256,0.11487,173.095993,0.15,516.179993,516.179993,0.16585,516.179993,47.030003,344.910004,72.57,145.705994,686.079956,0.19137,52.222183,3.958,589.907471,676.599976,12.278999
0.15,0.24392,515.549988,515.570007,516.179993,599.940002,3.300049,589.907471,9.533999,535.799988,213.039993,661.700012,0.122,661.700012,485.144989,0.119325,4.404999,670.099976,330.699982,213.039993,52.421997,1000.199951,0.20264,0.114915,173.054001,0.15,516.179993,516.179993,0.165825,516.179993,46.964996,344.910004,72.630013,145.705994,686.079956,0.19149,52.222183,3.955,589.907471,676.649963,12.278999
0.15003,0.24392,515.549988,515.570007,516.209961,599.940002,3.300049,589.907471,9.535999,535.839966,213.039993,661.700012,0.12206,661.700012,485.144989,0.119375,4.395,670.099976,330.699982,213.039993,52.295998,1000.199951,0.2028,0.114975,173.039993,0.15003,516.209961,516.209961,0.1658,516.209961,46.879993,344.880005,72.69001,145.705994,686.079956,0.19161,52.230793,3.949,589.907471,676.649963,12.278999
0.15003,0.24392,515.549988,515.539978,516.209961,599.880005,3.300049,589.907471,9.539,535.839966,213.039993,661.700012,0.12212,661.700012,485.144989,0.11945,4.409999,670.099976,330.699982,213.039993,52.163998,1000.199951,0.20288,0.11505,172.998001,0.15003,516.209961,516.209961,0.165775,516.209961,46.795002,344.880005,72.779999,145.705994,686.079956,0.19176,52.231071,3.942,589.907471,676.649963,12.28
0.15003,0.24392,515.549988,515.539978,516.179993,599.820007,3.300049,589.907471,9.543,535.839966,213.039993,661.700012,0.1222,661.700012,485.144989,0.119525,4.404999,670.099976,330.699982,213.039993,52.037998,999.599976,0.20304,0.11511,172.942001,0.15003,516.179993,516.179993,0.165725,516.179993,46.684994,344.880005,72.839996,145.705994,686.079956,0.19188,52.23135,3.935,589.907471,676.649963,12.28
0.15,0.24392,515.5,515.539978,516.179993,599.76001,3.300049,589.907471,9.546,535.839966,213.039993,661.700012,0.12228,661.700012,485.099976,0.1196,4.4,670.099976,330.699982,213.039993,51.875999,999,0.2032,0.1152,172.871994,0.15,516.179993,516.179993,0.1657,516.179993,46.579987,344.850006,72.929993,145.705994,686.119995,0.19203,52.223019,3.925,589.907471,676.649963,12.28
0.15,0.24392,515.5,515.51001,516.149963,599.700012,3.300049,589.907471,9.551,535.799988,213.039993,661.700012,0.12236,661.700012,485.099976,0.119675,4.394993,670.099976,330.699982,213.039993,51.719997,999,0.20336,0.115275,172.802002,0.15,516.149963,516.149963,0.165675,516.149963,46.494999,344.819977,73.020004,145.705994,686.119995,0.19221,52.223019,3.917,589.907471,676.649963,12.282
0.15,0.24392,515.5,515.51001,516.119995,599.640015,3.350037,589.907471,9.556,535.799988,213.039993,661.700012,0.12242,661.700012,485.099976,0.11975,4.390001,670.099976,330.699982,213.039993,51.587997,999.599976,0.20344,0.115365,172.703995,0.15,516.119995,516.119995,0.165625,516.119995,46.364994,344.819977,73.080002,145.705994,686.119995,0.19233,52.223019,3.91,589.907471,676.649963,12.282
0.15,0.24392,515.5,515.51001,516.119995,599.820007,3.350037,589.907471,9.559999,535.76001,213.039993,661.700012,0.12244,661.700012,485.099976,0.119775,4.414998,670.099976,330.699982,213.039993,51.689999,999.599976,0.20336,0.115365,172.675995,0.15,516.119995,516.119995,0.1654,516.119995,46.159996,344.819977,72.989998,145.705994,686.119995,0.19224,52.223019,3.9,589.907471,676.649963,12.282
0.15003,0.24394,515.5,515.47998,516.149963,599.880005,3.350037,589.907471,9.561999,535.76001,213.039993,661.700012,0.12242,661.700012,485.054993,0.11975,4.409999,670.099976,330.699982,213.039993,51.785999,999.599976,0.20328,0.11535,172.634003,0.15003,516.149963,516.149963,0.1652,516.149963,45.98,344.819977,72.929993,145.705994,686.119995,0.19215,52.231628,3.882,589.907471,676.649963,12.28
0.15003,0.24394,515.450012,515.47998,516.179993,600.059998,3.350037,589.907471,9.561999,535.76001,213.039993,661.75,0.1224,661.75,485.054993,0.1197,4.4,670.099976,330.699982,213.039993,51.888,999.599976,0.20312,0.115305,172.606003,0.15003,516.179993,516.179993,0.1652,516.179993,46.019993,344.819977,72.869995,145.705994,686.119995,0.19203,52.231907,3.867,589.907471,676.649963,12.28
0.15003,0.24394,515.450012,515.450012,516.209961,599.940002,3.350037,589.907471,9.561,535.799988,213.039993,661.75,0.12234,661.75,485.054993,0.11965,4.390001,670.099976,330.699982,213.039993,52.014,999.599976,0.20304,0.11526,172.591995,0.15003,516.209961,516.209961,0.165375,516.209961,46.234997,344.850006,72.779999,145.705994,686.119995,0.19191,52.232185,3.871,589.907471,676.649963,12.28
0.15003,0.24394,515.450012,515.450012,516.299988,600,3.350037,589.907471,9.559,535.880005,213.039993,661.75,0.12228,661.75,485.054993,0.1196,4.4,670.099976,330.75,213.039993,52.139999,999.599976,0.20288,0.1152,172.578003,0.15003,516.299988,516.299988,0.165625,516.299988,46.524994,344.850006,72.689995,145.705994,686.119995,0.19179,52.232464,3.889,589.907471,676.649963,12.28
0.15003,0.24394,515.450012,515.450012,516.390015,600.059998,3.350037,589.907471,9.557,535.919983,213.039993,661.75,0.12222,661.75,485.054993,0.119525,4.404999,670.099976,330.75,213.039993,52.271999,1000.199951,0.2028,0.115125,172.563995,0.15003,516.390015,516.390015,0.1658,516.390015,46.739986,344.850006,72.629997,145.705994,686.119995,0.19167,52.232742,3.912,589.907471,676.649963,12.283
0.15003,0.24394,515.399963,515.419983,516.47998,600.119995,3.350037,589.907471,9.554,536.039978,213.039993,661.75,0.12216,661.75,485.009979,0.119475,4.414998,670.099976,330.75,213.039993,52.397999,1000.199951,0.20264,0.115065,172.578003,0.15003,516.47998,516.47998,0.1659,516.47998,46.899998,344.880005,72.540001,145.705994,686.119995,0.19155,52.233021,3.932,589.907471,676.649963,12.283
0.15003,0.24394,515.399963,515.419983,516.570007,600.119995,3.350037,589.907471,9.551,536.119995,213.039993,661.75,0.1221,661.75,485.009979,0.1194,4.399992,670.099976,330.75,213.039993,52.511997,1000.199951,0.20256,0.115005,172.563995,0.15003,516.570007,516.570007,0.165975,516.570007,47.014988,344.880005,72.480003,145.694992,686.119995,0.19143,52.233299,3.945,589.907471,676.649963,12.283
0.15003,0.24394,515.399963,515.419983,516.659973,600.179993,3.350037,589.907471,9.547,536.23999,213.039993,661.75,0.12204,661.75,485.009979,0.11935,4.409999,670.099976,330.75,213.039993,52.613998,1000.199951,0.2024,0.114945,172.550003,0.15003,516.659973,516.659973,0.16605,516.659973,47.150002,344.880005,72.419998,145.694992,686.119995,0.19131,52.233578,3.955,589.907471,676.649963,12.283
0.15003,0.24394,515.399963,515.419983,516.779968,600.23999,3.350037,589.907471,9.544,536.320007,213.039993,661.75,0.122,661.75,485.009979,0.1193,4.420005,670.099976,330.75,213.039993,52.709999,1000.199951,0.20232,0.114885,172.550003,0.15003,516.779968,516.779968,0.1661,516.779968,47.239998,344.910004,72.360001,145.694992,686.119995,0.19122,52.233856,3.964,589.907471,676.649963,12.283
0.15003,0.24394,515.399963,515.390015,516.899963,600.23999,3.350037,589.907471,9.540999,536.440002,213.039993,661.75,0.12194,661.75,485.009979,0.11925,4.430004,670.099976,330.75,213.039993,52.787998,1000.199951,0.20224,0.114825,172.535995,0.15003,516.899963,516.899963,0.166175,516.899963,47.374992,344.910004,72.360008,145.694992,686.119995,0.19116,52.234135,3.973,589.907471,676.649963,12.283
